Name,Package Name,Description,Rating,Rating Count
Better Font-s Cool Keyboard-s,com.dane.betterfontsfree,"Get It Now For Your Bonus Keyboards: At Midnight, Typewriter & Gold Digger!

No More Boring Fonts For You! Join Over 5 MILLION Users So You Can Impress Your Friends!

""The greatest collection of fonts on the entire App Store.""
~Used over 50 Million times!~

Top Features For You:
--> Over 118 fonts to choose from!  Write with Emoji text, upside down text, bubble letters, and many many more!

--> Use these awesome fonts everywhere!  Facebook, Twitter, Whatsapp, Kik, Instagram, iMessage, Viber... EVERYWHERE!

--> The easiest way to directly put in your better fonts.  Do it fast, and do it all the time!

SUBSCRIPTION
• 1 Year of all features, first Week is completely free
• Payment will be charged to iTunes Account at confirmation of purchase
• Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period
• Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal
• Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase
• Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable

Terms of Use: http://appholdings.org/termsofuse.html
Privacy Policy: http://appholdings.org/privacypolicy.html

Download Now & Enjoy!",4.5,79999
Topo Maps+,com.gacierpeakstudios.topomaps,"Go Deeper into the Backcountry.

** ZDNet's 24 Best iPhone or iPad apps for 2017
** Featured in Apps for the Great Outdoors
** Featured in Apps for Outdoor Adventures
** Featured in Apps for Hiking and Camping
** Featured in Offline Hiking and Travel
** Featured in Get Outside
** Featured in Apps for Plan Your Summer Vacation

""Topo Maps+ is your best backcountry companion"" -- TUAW (The Unofficial Apple Weblog) 

Dream Less, Adventure More! Download Topo maps for offline use while deep in the backcountry. 

NEVER GET LOST AGAIN 
Combine GPS with downloaded topo maps and you can view you current location on a topo map even when you are at that perfect hidden mountain lake that is days from the nearest the cell tower. Use the GPS and compass on your iPhone to see your current location and to align the map with the direction you are looking. 

(GPS and compass work without an internet connection.) 

APPLE WATCH SUPPORT
View your offline maps and current location just by glancing down at your wrist.  You no longer need to pull your iPhone out of your bag to check your position.

DOWNLOAD MAPS 
Easily download USGS, MapBox, NRCAN/GEOBC, Thunderforest, and Satellite maps so you can use the maps offline while deep in the backcountry. 

PLAN YOUR NEXT ADVENTURE 
Be prepared for that awesome journey through majestic mountains, down flower ladened valleys, and over craggy passes. Trace routes to find approximate distances and elevation profiles between locations. After tracing a route on a topo map you can view that route on the Satellite map. 

GORGEOUS MAPS 
* Detailed USGS 7.5 minute topo maps for the USA. USGS topo maps are the ultimate map for hiking, backpacking, mountain biking, and other outdoor activities. They have the details you need while in the backcountry. 
* Detailed USGS 7.5 minute topo maps with stunning relief shading for the USA. This gorgeous relief shading makes the USGS topo maps much easier to read and use. 
* NRCAN/GEOBC topo maps for southern and western Canada.
* Thunderforest outdoor map has contour lines, trail, and outdoor features for the whole world. 
* Glacier Topo map has world wide hiking and biking trails.
* MapBox Terrain is a beautiful elevation and land-use layer for the entire world, visualizing hills and elevation contour lines. 
* MapBox Satellite offers highly-detailed imagery for the whole world. 
* MapBox Street map is an ideal map for urban use and getting to the trail head.
* New Zealand Topo Maps from LINZ.
* US NOAA Marine Maps
* Partial US National Park Visitor Maps
* Partial US Forest Service Maps

PLAN 
* Download maps for use offline. 
* Easily trace routes to find approximate distance between locations. 
* Add waypoints to maps. 
* Print maps just in case something happens to your iOS device. If you don’t have an airprint printer you can email yourself the map and print it from another computer. 
* Trace over a trail on a topo map and then visualize that trail with the MapBox terrain and satellite maps. 


EXPERIENCE 
* View your current location on the map, even if you are offline. 
* Use the compass to orientate the map so you know which direction to go. 
* Record your trip to see your distance, elevation profile, and average speed. 
* With downloaded maps you can go deeper and farther into the backcountry without being worried about having an internet connection. 

SHARE, IMPORT, & EXPORT
* Share routes, trips, and waypoints with your friends.
* Share custom map images
* Export routes, trips, and waypoints to KML & GPX files to use in other apps.
* Import routes and waypoints from KML or GPX files.

TAGS
* Organize your routes, trips, and waypoints with beautiful tags.
* Share tags with your friends so they can import the data into Topo Maps+ or into another app via a KML or GPX file.

CLOUD 
* Sync your routes, trips, subscriptions, and waypoints between all of your iOS devices. 

Continued use of GPS running in the background can dramatically decrease battery life.",4.5,2862
myTuner Radio - Live Stations,mobi.digitalminds.itunerfree,"*** LIVE RADIO BROADCAST ***
More than 50,000 radio stations of 200 countries and territories available in this app. From sports to news and music. With more than 200 countries and territories available, there are many kinds of stations for you to choose from.

myTuner Radio is the best way to listen to the radio on your iPod Touch, iPhone and iPad.

More than 1 million Podcasts to listen for free with rankings per country.

40 Million users trust us to provide the best radio streaming experience on their devices!

RANKINGS
- Number 1 in  51 Countries.
- Top 5  in  65  Countries.
- Top 100 in  126 Countries.
- Four stars(****) Rating Average 


Now you can listen the best radio stations of your country or of your homeland when you are abroad.  

***** AWARDS ************
Best10apps Awards
""A Great New Twist in iOS Radio Apps - Best10Apps.com""
***** AWARDS ***********

Features: 
- Listen to the best radio stations;
- Radios from more than 200 countries and territories; 
- Listen to over 50,000 radio stations;
- More than 1 million Podcasts with rankings per country;
- Create Playlists / Play Songs (requires Apple Music subscription & iOS 11); 
- Recently played songs on the radio;
- Share using Facebook, Twitter, SMS, Email; 
- Add more radios to your favorites list; 
- Search  by country, by genre, by state or by city;
- Listen in the background;  
- Listen radio with Air-Play; 
- Support for Apple Watch, Apple TV and Apple CarPlay;


******* REVIEWS *************** 
Excellent *****
by Marty b 2410
Brilliant being able to listen to other radio stations from other parts of the country. Love ministry of sound radio.
--------------------------------------
Radio *****
by Goa
Brilliant app, use the radio all the time
--------------------------------------
Easy to use interface FM Radio *****
by Ceyemep
Great programme plenty of easy hours of music
--------------------------------------
Rating *****
by Medo elgamal
I think it's perfect app for radio
******* REVIEWS *************** 

There may be some stations that do not work because their stream is offline.This application is optimized for 3G networks and Wi-Fi.

myTuner Radio gives you the best experience in listening to worldwide radio stations.

More information at https://mytuner-radio.com",4.5,39262
"Go Go Goat! Free Game - by Best, Cool & Fun Games",com.ccffgames.GogogoatFreeWorld,"JUMP as high as you can!!!

Control by tilting your device!

Hop your way to the top with the cutest, funniest and most addictive jumping game to ever hit the App Store! Compare high scores and challenge your friends! How high can you GOAT?

- Infinite gameplay! Climb as high as you can and reach unimaginable heights!
- Beautiful hand painted graphics!
- Catchy music you’ll be humming along to!
- Precise, smooth controls!

Get jumping while it's FREE!",4.5,10470
Space Frontier 2,com.ketchapp.spacefrontier2,"Space adventure awaits! And this time, humanity has no limits!

Space Frontier 2 is the sequel to the insanely popular Space Frontier, a game that rose to the stratosphere with 25+ Million downloads. We listened to your feedback and came up with something beyond imaginable!

You now get:
◉ 50 Solar Systems to conquer!
◉ Hundreds of planets to colonize!
◉ 50 Spaceship technologies!
◉ Crazy Spaceship styles like Laika the Dog, Tisla Roadster, Pirate Ship!
◉ Opportunity to Rule the Galaxy!


SUBSCRIPTION TERMS

Weekly Elite Membership offers a weekly subscription, you will have a 3-days FREE trial period, after this period you will be charged $7,99. After buying this subscription, you will unlock an exclusive TISLA Spaceship Capsule, 20 astronauts on each launch, Double Coins on everything and Remove Ads. This is an Auto-renewable subscription. The payment is charged to your account after confirmation. The subscription is renewed unless you turn it off 24 hours before the period ends. Your account will be charged for renewal as well. 

The prices are established for United States customers. Pricing in other countries may change and actual charges may be converted to your local currency.

End of trial and subscription renewal:
• The payment is charged to your account after a confirmation of purchase.
• The subscription is renewed unless you turn it off 24 hour before the end of the current period.
• The account will be charged for renewal within 24 hours before the end of the current period at the cost of the weekly subscription.
• The user may manage the subscription and auto-renewal have to be turned off by going to the user’s account settings after purchase.
• No cancellation of the current subscription is allowed during the active subscription period.

Canceling a trial or a subscription:
• If you want to cancel a subscription during its free trial, you have to cancel it through your account. This must be done at least 24 hours before the end of the free trial period to avoid being charged. Please visit https://support.apple.com/HT207865 

Privacy Policy and Terms of use : http://ubimobile.com/termsofuse/index.html

If you have any questions, feel free to contact us at contact@ketchappgames.com",4.5,15717
Podomatic Podcast Player,com.podomatic.PodOmatic,"Tune in to the world's largest community of podcasters and DJs with the Podomatic podcast player! Discover the best in talk radio and house music mixes - or find your new favorite podcast with our categories feature! From christian to tech podcasts, club music to soundtracks, Podomatic has the whole spectrum covered - every podcast niche at your fingertips.

With over 5 million podcast episodes and mixes published, The Podomatic Podcast Player makes it easy to tap into any one of those episodes quickly so that you have the best in podcast entertainment whenever, wherever.

The Trending section will keep you up-to-date on what's hot on the Podomatic network. Sort by city to find local podcasters in your area.

Create playlists to group your favorite podcasts & music mixes.
The best in podcasts, all for free!

Key Features: 

- Offline Mode - Take your favorite podcasts and mixes offline wherever you go! If you’re on a podcast or any list containing episodes, swipe the episode item from right to left, and tap on the download “cloud” icon to begin the syncing process. You can find the progress of your download in the swiped episode view, or in the Player view if you’ve downloaded the episode from within the Player. 

To access podcasts that you’ve downloaded, just go to Following, and tap on the top right folder icon. Your downloaded episodes will be listed for you in alphabetical order.

- Feed - A dynamic social feed that gives you updates on followed podcasts and Facebook Friends. See new episodes from podcasts you follow and what podcasts your Facebook Friends follow and like. You’ll even get notified when the podcasters you love release new content.

- Circular Player - Easily scrobble through an episode and enjoy instant feedback with the all new new circular player. Comment, like, share, or add an episode to a playlist. Download the episode, scrobble forward and backward, change the episode speed, add a sleep timer, or download the episode to save and listen to on your commute, or when you’re on the go.

- Mini Player - Play an episode, then minimize the player to keep the episode playing in the background with the all new Mini Player. You can pause and play the episode from here while you navigate through the app. 

- Episode Swipe - swipe an episode in a list to preview, download, or get more info on an episode.

- Preview Player - On a list view, tap on the top right ‘Preview All’ button to initiate the 90 second Preview Player for all episodes in a list. 

- Discover - Get real time insights into what podcasts are trending in the Podomatic social sphere. Re-discover your favorite categories and talk show topics, or find your new favorite show or series. An intuitive discovery platform along with full search capabilities make it easy to find the podcast or playlist you’re looking for.

- Friend Profile - See an aggregated view of podcasts your friend follows, their playlists, and episodes they’ve liked. If they have a podcast, that will show up here too. 

- Notifications - Get notified when a podcaster publishes a new episode, or when a new Facebook Friend joins Podomatic.",4.5,3026
"CBS Sports Scores, News, Stats",H443NM7F8H.CBSSportsApp,"CBS Sports is the #1 source for MLB, NBA, NFL, NHL, MLS and NCAA sports news, scores, videos and more!

Stay up-to-date on the FIFA World Cup 2018! Watch the top highlights and videos throughout the tournament.

Now featuring CBS Sports HQ, your live 24/7 sports channel to catch up on sports scores, news, highlights and more! No subscription required, just open the app and watch live! You can also now easily catch up on what you missed on CBS Sports HQ. Select to watch HQ and see a list of recent aired segments.

​The fastest scores, stats, news, tweets & push notifications for all major sports - personalized to your favorite teams. PLUS - all year long - watch live sporting events such as SEC football games (Sep-Dec), NCAA basketball (Dec-Mar), and PGA TOUR (Jan-Aug)​.​

CBS Sports app features:
- Stream the latest scores, news and highlights anytime, anywhere with CBS Sports HQ
- Every major sport: MLB Baseball, NBA Basketball, NHL Hockey, NFL Football, NCAA, MLS Soccer, Golf, Tennis, NASCAR, MMA, WWE and more!
- Fastest news, scores and stats - you’ll see the difference when you know the latest big plays and the final scores before your friends with the CBS Sports App
- It's now easier than ever to find related videos. Just play any video to see a list of similar content.
- Your team's news in a custom feed packed with real-time info from dedicated insiders
- Hand-picked, personalized news alerts for every must-know story
- Watch sports & games LIVE! Watch sports events and analysis all year long - SEC football, NCAA basketball, PGA TOUR, and CBS Sports Network events and shows.
- Listen to live streaming radio, including Jim Rome, Bill Reiter, Tiki and Tierney & more for all of your sports news

Plus, everything else you need to be in the know:
- Scores, news, standings, stats, tweets and more for every major sport from high school to the pros: Football (NFL, NCAA), Basketball (NBA, NCAA), Baseball (MLB, NCAA), Hockey (NHL), Soccer (All Major Leagues), Golf, Tennis, Auto Racing (NASCAR, Formula 1) & more
- Exclusive access to CBS Sports coverage of the NFL Draft, March Madness, the Masters, the NBA Draft & more

Stay on top of the game with the CBS Sports app. Download it now for free!",4.0,169458
Go! New Zealand,com.app.p3175DA,"Go! New Zealand is a travel buddy for any tourist visiting the wonderful sites of New Zealand. It’s intuitive and sleek design allows you to easily navigate accommodation and transport info, weather forecast, restaurant and cafe reviews, rental car info, local activities and attractions…you name it, we’ve got it.

Go! New Zealand is part of a nationwide network of over 30 localised apps across New Zealand. No matter where you are in our beautiful country, be assured there will be a Go! App nearby. Just click the ‘Go! Visit’ button inside the app.

The App Features:
- New Zealand Accommodation
- Travel Info; how to get to New Zealand
- Restaurants, cafes and bar information and reviews
- Taxi and petrol station information
- Rental car, van, scooter and bike hire
- New Zealand weather forecast
- Walking and tramping tracks
- Local business directory
- Liquor stores, banks, convenience stores and supermarkets
- Essential services i.e. Doctors, pharmacies, dentists
- New Zealand activities and attractions
- Art galleries and studios, libraries, casinos
- Shopping, things to do in New Zealand
- Gyms, cinema, yoga, massage, pilates

Go! New Zealand - Visit like a local",,
Azul Café To Go,com.azulcafe.azulcafe,Azul Café Restaurante ofrece cocina internacional en la cuidad de Nueva York.,,
Shoppi GO: Next-Generation POS,com.savelgo.business,"What is Shoppi GO?

Shoppi is an innovative mobile commerce and social media platform that allows you to sell to and engage with mobile audience. It also operates as a ‘Point of Sale’ software, allowing you to take face to face payments through in-store hardware. With Shoppi GO, you can access a wealth of active shoppers without any need for additional SEO or marketing budgets, our technology handles all of this for you. The Shoppi marketplace breaks from traditional online shopping by allowing you to engage your audience with multimedia content such as videos, images and blogging. In this way you can engage current and build new audiences. Shoppi stores all sales, traffic, and other key information and presents it to you in a form of infographics so that you can gain vital insights into your business. Streamline your sales process and increase your business agility.

Shoppi GO is POS app that works for your business. You can access a whole new customer base.
All you need to do is list your products/services and we’ll do the rest for you. We do the marketing, so that relevant customers will browse your offers and make orders. We keep your business up-to-date with useful analytics like: views, orders and reaches. We offer a variety of payment options and process sales for you transparently. 

Shoppi gives you all you need to manage your new sales channel and grow your business.
Shoppi is also a great POS system. Online payments with Shoppi are a great replacement for your business’ cash register or card machine as it keeps all your orders in one place, giving you extensive insight and control. 
Have a blog post or a cool photo? Want to sell directly through Facebook or Twitter? Want to engage your audience, reach new customers, or run flash sales? Shoppi gives you all you need, all in one place.

How to get started with Shoppi for business:
● Download the app
● List a product
● We’ll market your product to relevant customers
● Accept orders
● List more items, post news, and media
● View analytics
● Stay social, advertise, and grow

Grow your business
We use marketing, technology, advertising, a simple POS system, and mobile payments to boost your sales. Growth is all about boosting sales. Whether distance selling / mobile selling, or selling face to face with our POS system, Shoppi can help you receive payments online. Both POS and mobile payments are simple and reliable. Our shopping app does not interfere in other sales channels like Groupon, Ebay, or Amazon and to achieve the same growth by other methods of online selling you would need to expend a lot of budget and time – this is why Shoppi represents such a tremendous value.",4.5,19
Go Travel New Zealand,com.audiencemedia.app291,"Full of genuine experience New Zealand travel stories. Regionalized and easy to reference. 
Learn about this amazing country before you arrive. An insiders view on all you need to know.
A Journey through the most beautiful country on earth. The culture and excitement will have you spellbound. 
New Zealand, Land of the Long White Cloud.

Pricing for subscriptions available: 
- Single issue: $3.99 
- 3 months = ($3.99), automatically renewed until cancelled. 
- 6 months = ($10.99), automatically renewed until cancelled
- 1 year subscription = ($13.99), automatically renewed until cancelled 

When purchasing through iTunes your account will be charged at confirmation of purchase. 
Your subscription will auto-renew unless you turn this off 24 hours before the subscription runs out. You can turn off auto-renewal at any time from your iTunes account settings. 
You can manage your subscription through your account settings after purchase on your device

Terms of Service : https://www.zinio.com/www/legal/terms.jsp#terms
Privacy Policy : https://www.zinio.com/www/legal/terms.jsp#policy",,
Balls Race,com.ketchapp.ballsrace,"​Roll as fast as you can! Avoid different obstacles and win the race!

Best and most addictive balls race!",4.5,13063
New Monumental,com.sharefaith.churchapp.f468709905f954bc,"The official mobile app of New Monumental Baptist Church of Chattanooga, TN. A church that walks in power. Stay up to date with New Monumental!",,
New Vision Radio,com.newvision.radio,"New Vision Radio is an online radio station that broadcasts from Lyndhurst, Johannesburg, South Africa. The target listener(s) is between the ages 18-49 years.",,
AHNJ On the Go,com.ahnj.ahmobile,"Access health information on-the-go from AmeriHealth New Jersey.

Download the free AHNJ On the Go app for your iPhone to help you make the most of your AmeriHealth New Jersey health plan. With new and improved features, the AHNJ On the Go app gives you easy access to your health care coverage 24/7, wherever you are.

Use the app to:

• Access benefit information
• View, share, or order a new ID card
• Find a doctor or hospital and change your primary care physician
• See your most recent claims and any open referrals
• Find or price a prescription drug
• Track deductibles and spending account balances
• Reach your health goals with Achieve Well-being tools
• Sync your Apple Health data automatically into your Health Trackers
• See important notifications and health messages
• Pay your premium 

Not a member yet? Use the app to get a quote for individual health care coverage.",4.0,46
