Name,Package Name,Description,Rating,Rating Count
New Fashion HD Photo Frame,com.veritas.NewFashionPhotoFrame,"Fashion Photo Frame is a greeting application that is able to take a snap shot and merge it with the greeting photo frame. By using the Fashion Photo Frame application, you just need to take 3 steps and immediately share your edited greeting photo with your friends or post it on social media network. You can share your Fashion Photo Frame through all the social media networks.
Fashion Photo Frame is application which is going to give an unexpected surprise for your beloved ones.
A lot of you are interested in making selfies of yourself and with your friends. With this application you can take a selfie using your camera, upload it to our application and make a beautiful selfie of yourself with all the lovely 3D effects. This app can also be considered to be a collage maker where at any time you can create the photos you want and change it to look more and more perfect. Anyone looking at what you have made using this application, will surely be impressed by the artistic skills that you possess. Make your life more colorful and more memorizing using our application. You will be pleased with the results of your photography after you add the various effects in this application. 
Features
- Create Nice UI which are easy to use.
- Select a photo or selfie from the gallery of your phone and use this fashion photo wrap to decorate picture
- Capture a new image with your camera and apply a cool photo frame to picture
- Rotate, scale, zoom in, zoom out or drag the photo to fit family Frame as you like
- Huge number of family Frames are provided
With the help of this application you can resize the photos and also you shrink the photos according to your liking. Last but not the least, we would appreciate your valuable feedback and comments on this application. This will help us in making our application more and better. Please provide rating to this application. We guarantee that you will have a great time. Enjoy!!!",,
Awesome Christmas Stickers,com.edgargante.Awesome-Christmas-Stickers,34 awesome christmas stickers ideal for send Christmas and New Year messages!,,
eLive - Custom Live Wallpapers,com.nextg.ilive,"Amazing moving wallpapers ONLY for iPhone 6s & 6s Plus, iPhone 7 & 7 Plus, iPhone 8 & 8 Plus and iPhone X! Optimized for iOS 11! Make your iPhone look awesome!

Do you want to customize your iOS device wallpaper and lock screen with some awesome and amazing Live Wallpapers? Do you want to get the best Live wallpapers that can let your device screen looks amazing and not boring? Do you want a powerful app that can turn your videos or images into stunning live wallpaper? Do you want to change the classic smartphone wallpaper and get some fresh and new ones? If your answer is yes then you will have to download and install Live Wallpapers because it is the perfect app for you right now.

This new Live Wallpapers app contains a very large selection of the best live wallpapers. All our wallpapers have been personally selected so you can personalize your device and let it looks great. And the best thing is that all our moving wallpapers are in a very high quality, so you can use them on your screen without loosing their original quality.
And the best thing is that you can easily import photos or videos from your library and create a live wallpaper from them and set it as wallpaper.

Why you need to download and install Live Wallpapers app for Free on your iOS device instead of other wallpaper apps?

- Very Easy Interface to use, you can easily find a very large collection of awesome wallpapers. 

- Beautiful live wallpapers that you will love. They were selected very carefully by our team.  

- Create your own live wallpaper from your existing photos or videos easily. 

- We will update our app regularly and add some awesome live backgrounds that you will love every day! 

What you are waiting for? Download Live Wallpapers now and customize your iOS device home screen easily and fastly!

Choose from different Premium subscription options:
• Subscription with a free trial period will automatically renew to a paid subscription. You can cancel your subscription in the iTunes settings at least 24-hours before the end of the free trial period. Subscription payments will be charged to your iTunes account at confirmation of your purchase and upon commencement of each renewal term.
• The subscriptions prices are $7.99 USD weekly, $19.99 USD monthly and $49.99 USD annually or equal to the same price tier that ""Apple's App Store Matrix"" determines in other currencies.
• Please note: any unused portion of a free trial period (if offered) will be forfeited when you purchase a premium subscription during the free trial period.
• You can cancel a free trial or subscription anytime by cancelling your subscription through your iTunes account settings. This must be done 24 hours before the end of a free trial or subscription period to avoid being charged. The cancellation will take effect the day after the last day of the current subscription period, and you will be downgraded to the free service.

Privacy Policy: https://nextg2u.co/PrivacyPolicy.pdf
Terms of Use: https://nextg2u.co/TermsOfUse.pdf

Peace,
eLive Team",4.5,272
Last Ninja Hero,com.lastninjahero.game,This is an endless runner with elements of the fight: your goal is destroy the crowds of enemies fleeing at you! Become the best in the game Leaderboard!,,
Plus+Plus,com.belaziest.plusplus,"Simple & funny number puzzle!
Everyone can enjoy this game… if you know addition.

How to play
- Put same numbers in vertical or horizontal the blank lines.
- Each blank, number can be added only one time.
- If you want to erase a number, use the item! (magnifying glass shape)

lazy cat",,
Tiny Monk Fight - Play Free 8-bit Retro Pixel Fighting Games,com.egglabs.tinymonk,"Tiny Monk is angry and it is time to destroy some pipes... 

Game Features:

- 8-bit art style and retro look
- Play with just a tap
- Very fast game play
- Not easy and challenging, but hardly impossible
- Game Center integrated for more fun
- Great for everyone: if you’d like to get some stress out, or just love old school and mini games, or you’re just a kid – Tiny Monk will be great for you
- The best of all, it’s FREE: no hidden in-app purchases, everything unlocked at no price

You may think it’s just another running, flying, jumping, or endless race game. But this nice tiny indie game is a bit different…",4.5,4289
Fat People FREE GAME - Quick Old-School Retro Pixel Art Games,com.funkypixel.fatpeople,"Fat people are hungry for some pipes. Get your best score, and compete with others in Game Center. 

Game Features:

- 8-bit art style and retro look
- Play with just a tap
- Very fast game play
- Not easy and challenging, but hardly impossible
- Game Center integrated for more fun
- Great for everyone: if you’d like to get some stress out, or just love old school and mini games, or you’re just a kid – Fat People will be great for you
- The best of all, it’s FREE: no hidden in-app purchases, everything unlocked at no price

You may think it’s just another running, flying, jumping, or endless race game. But this nice tiny indie game is a bit different…",4.5,2151
Tiny Skateboarders – Play Free 8-Bit Pixel Games,com.egglabs.tinyskateboarders,Tiny jumpers are learning to skateboard...,4.5,1635
Neon Lights The Action Racing Game - Best Free Addicting Games For Kids And Teens,com.kpack.3dnl2,"++ CAN YOU MAKE IT??!! ++ 

Test how quick your reflexes are in this awesome infinite racing game!! 

HOW LONG CAN YOU LAST? 

- Fun racing and shooting!! 
- Compete against your friends!! 
- Fun power ups!! 
- Unlock sweet rides!! 

Download Now!!",5.0,556
Candy Halloween Games HD - Fun free games for kids,com.rankone.candyhalloweengames,"Candy Halloween Games is a match 3 puzzle game where you can match and collect candies with spooky vampire or scary zombie ! Go on a candy collecting adventure with the cutest wicked witch and monsters ! You will love playing with all these ghoulish characters !

▶Hundreds of challenging puzzle levels for you to master. And the most wonderful power-ups to help you get through even the hardest levels! 

▶Clear many fun obstacles like ice blocks and magic bubbles! 

▶Are you the best in the world! Check the tournament leader board to see how far you can get compared to all the other Halloween games lovers out there!

▶Mix and match power-ups to create even more powerful combos. It will be the most amazing and exciting combos you'll ever see!

▶Complete levels to collect keys to dozens of different magical chests.  Unlock for free items like gold and even more power-ups! 

Switch and match gummy candies for Halloween. Drop candy and crush ice in this epic game full of color for kids and girls! Have fun playing the top match 3 puzzle game today!!

This is one of the longest and most entertaining puzzles around! With over 1000 levels to play and many more being added, you can hop along with this bunny game for a furry long time! Boo!",4.5,277
Word Tumble: Word Search Games,com.infinitousgames.wordtumble,"-- A new kind of word game for puzzle lovers! --

Swipe your finger across the letters to spell out the hidden words! Do you like word searches? Swipe across, up, down, and diagonally to connect each letter and build specific hidden words. The game gets harder as you progress with bigger and bigger puzzles!

- Free word game to download and play!
- Solve the words in the right order to progress!
- Featuring hundreds of mind bending levels!
- Sharpen your vocabulary, spelling and word building skills!
- The perfect blend of brain teaser, puzzle and word game!
- Loads of ways to play - fun and addictive
- Fun to play on your own or with other members of the family

Download it and enjoy now!


We often get users complaining that there is a bug in the game. It’s not! If you can’t connect the letters it’s because you have solved the words in the wrong order! Restart the level by tapping the reset button and try to solve the words in a new order!",4.0,1582
An Easter Chicken Seesaw for Kids - Awesome Marshmallow Peep Catch FREE,com.newwaveapps.EasterChickenFree,"It’s Easter time and these cute, yellow chicks need your help to gather as many marshmallow bunnies and chickens as they can to fill their Easter baskets. 

Simply tilt your device back and forth as these adorable chickies gather a colorful array of marshmallow bunnies and chickens just in time for the big day!

How many marshmallows can you gather in your basket?

“Love these types of family games!” Mom2
“Very cute and lots of holiday fun!” Mikey B

Cool Features Include: 

Awesome graphics
Easy interface
Fun for all ages

Download it now and let the Easter fun begin!",,
Tiny Goat FREE GAME - Quick Old-School 8-bit Pixel Art Retro Games,com.werockgoat.tinygoat,"Tiny Goat is out of the farm and he is mad... Break as many pipes as you can without hitting them. Get your highest score and share it with friends on Facebook and Twitter. Compete with other players in Game Center. 

Game Features: 

- 8-bit art style and retro look 
- Play with just a tap 
- Very fast game play 
- Not easy and challenging, but hardly impossible 
- Game Center integrated for more fun 
- Great for everyone: if you’d like to get some stress out, or just love old school and mini games, or you’re just a kid – TIny Goat will be great for you 
- The best of all, it’s FREE: no hidden in-app purchases, everything unlocked at no price",4.5,583
Polar Bear Skate Racing - Awesome Speedy Escape Mission FREE,com.newwaveapps.PolarBear.Free,"He’s not your average bear and this is definitely not your average game.
 
Take this cool, Polar Bear out for a spin on his shiny, new skates as he cruises through snow capped mountains trying to escape danger.
 
Jump, leap, and vault over obstacles. It’s fun, exciting, and easy to play!
 
Simple and addicting, download now and enjoy hours of fun!",,
A Bursting Bubble Pop Journey - Awesome Jump Bounce Challenge FREE,com.newwaveapps.BurstingBubbleFree,"Enter a world full of wonder as you follow the brilliant, brick road to a world of orbs and mysteries!

As your magical, mystery ball rolls along the blue cobblestone path, simply tap on your device to jump over mysterious, marble bubble orbs that cross your path. 

With multiple levels and non-stop obstacles, you will find yourself immersed for hours in this magical world!

“I play it when my boss isn’t looking!” Tom C
“Very creative and addictive.” Kat

Features include:

Awesome music
Excellent graphics
Great for all ages
Nonstop, challenging fun!

Download it now and take challenge!",,
Tiny Soccer Player - Free 8-bit Pixel Retro Sports Games,com.lenkapps.tinysoccerplayer,"►►►►► $4.99 --->> $0.00 
►►►►► LIMITED TIME ONLY!

Tiny soccer player is learning how to play and score multiple goals...

Game Features:

- 8-bit art style and retro look
- Play with just a tap
- Very fast game play
- Not easy and challenging, but hardly impossible
- Game Center integrated for more fun
- Great for everyone: if you’d like to get some stress out, or just love old school and mini games, or you’re just a kid – Tiny Soccer Player will be great for you
- The best of all, it’s FREE: no hidden in-app purchases, everything unlocked at no price

You may think it’s just another running, flying, jumping, or endless race game. But this nice tiny indie game is a bit different…",4.5,548
3D Christmas Gingerbread Run,com.utappz.run,"+++ RUN!!!! GINGERBREAD MAN, RUN!!!!++++

CHECK OUT THIS HOT NEW ENDLESS RUNNING GAME!

This game is so Bakin' Sweet!--Ginger Boy

This intense winter explosion will keep you occupied for hours! He jumps. He flips. He runs. And if you're not careful, he may crumble!!! 

Can you keep up?!?

Help the Gingerbread Man escape from peril and save the day! And, if your skills are good enough, the Gingerbread Man may even show you some of his dance moves!

- Unlimited fun!
- Collect as many points as possible 
- Compete against your friends! 
- Unlock awesome characters! 

Grab this game now, before it's too late!!!

Don't, walk....RUN!!! DOWNLOAD this game NOW!!!",4.5,1418
Pixpic Color by Number,com.entertainment.pixpic,"Choose from hundreds of cool pictures to fill all the numbers in, relax & let go of worry!  Colorful, creative, tons of Pixelart FUN! 

Set yourself free from stress & daily routine! Enjoy modern digital art, clear your mind and get in touch with your inner artist!

FEATURES:

- Anti-stress, anti-boredom, anti-anxiety! Super easy time passer!
- 300+ themed pixelart pics: animals, food, flowers, patterns and many more; 
- Get your creative juices pour & flow with colorful palette; 
- Perfect stress-reliever! Relax from a hard day & get lost in the process! 
- Super simple & fun for your littles! Kids will love to color & play! 
- Exciting family entertainment! Enjoy with the whole family! 
- Share your creations with friends, family & the world! 

Have fun pixeling! 

We’d love to hear from you! Share your feedback with us: support@exosmart.uk.com

Get Pixpic Premium

Subscribe to Premium to get the unlimited access to the entire collection of awesome pictures. Enjoy the stress-busting power of pixel art therapy with no limits! 

-3 subscription options: weekly ($3.99 USD, 3-day free trial), monthly ($7.99 USD), annual ($39.99), unlimited ($49.99, 3-day free trial).
-By subscribing you get unlimited access to all the app’s functionality for the whole duration of your subscription period. 
-Payment will be charged to iTunes Account at confirmation of purchase. 
-Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. 
-Account will be charged for renewal within 24-hours prior to the end of the current period. “Free trial”  >  $3.99/week, or renewal equals to the initial subscription chosen and its current price unless a special price is offered.
-You can cancel a free trial, manage your subscription and turn off the auto-renewal anytime through your Account Settings. This must be done 24 hours before the end of a free trial or subscription period to avoid being charged. 
-Privacy Policy: http://exosmart.uk.com/index.php/privacy-policy/
-Terms of Use: http://exosmart.uk.com/index.php/terms-of-use/
-As soon as you purchase a subscription, any unused part or time-span of a free trial period will be forfeited.",4.5,365
Smacky Whacky,com.kennethkim.smackywhacky,"Smacky Whacky is the best free new fun game involving a bear, a bird, and a minefield.

Test your batting skills in this exciting game by gently batting a bird across a field of mines. Compete with people from all over the world to see who can get the furthest distance!

-Completely FREE!
-Earn coins to buy new skins and upgrades to help propel your bird further!
-Compete with bears around the world for the top distance

""Incredibly Addictive"" - www.FreeAppGG.com",5.0,33
艺术世纪-最有逼.格的艺术品发布平台，写真与艺术并举，当代与古典齐飞，画展，展览的最佳浏览地,com.yuntoo.artmuseum,"艺术世纪APP是针对诸众美育提升的人类文明优秀成果共享平台。平台由“世界艺展”、“全球艺馆”、“中华世纪坛”三个模块组成。

“世界艺馆”整合了世界顶级博物馆、艺术馆及收藏和展示人类优秀文明成果的机构的高清数字珍藏，通过便捷、人性化的交互体验方式供诸众研究、学习、交流和飨用。

“世界艺展”是即时检索和深度浏览当下世界重要文艺机构正在上演的优秀的展览、演出、放映等文化展事，是您掌控世界艺术格局，履行艺术之旅的工具书。

“中华世纪坛”将为诸众推出能够代表世界艺术、当代艺术、艺术科技、艺术影像、艺术剧目五个艺术面向的优秀的示范项目。引领您进入中华世纪坛的实体空间，享受不可或缺的超级现场体验。",,
