Name,Package Name,Description,Rating,Rating Count
Water Trip,com.apar-parmar.Water-Trip,"Welcome to the new journey inside Water! Player is struggling to pass through all the obstacles in the way to his trip. Help him on his journey through water by controlling his movement. Controlling movement of player is very challenging. Help him to collect coins too, so that he can continue journey in different levels. With more than one unique levels, high resolution Graphics and well managed obstacles with challenging task this game is designed perfectly to test your Skills. Competitive Parameters like Coins collected, Time duration of Game Playing, and many more will give you the overview on how perfectly you helped player through his journey. Leader Board is also well Managed to make it easier for you to compare your score with your friends! Share Your Best Score on Our developer Website and let us see who scored more! This game is designed for iOS 8 or later and it is designed for iPhone, iPod touch as well as iPad.",,
NEW YORK - Raster Nautical Charts,com.vishwam.NewYorkRaster,"THE ALL NEW ADVANCED MARINE RASTER NAUTICAL CHARTS APP FOR BOATERS AND SAILORS!

THIS MAP PROVIDES ALL THE NECESSARY TOOLS FOR EASY NAVIGATION ON WATER. CONTINUOUS CHARTS DISPLAY MAKES IT MORE EASIER FOR SAILING AND AS THERE WILL BE NO INTERNET ON SEA, THE OFFLINE CHART MODE IS FASTER FOR NAVIGATION.

COMBINATION OF COASTAL CHARTS, SMALL CRAFT AND HARBOR CHARTS FOR EASY NAVIGATION.

ALL CHARTS OVERLAY IS ARRANGED IN A SEAMLESS ORDER, BASED ON CHART SCALE AND PRIORITY.

NO NEED TO CHANGE CHARTS MANUALLY, THEY ARE READY FOR CONTINUOUS NAVIGATION.

ALL USA REGION NAUTICAL CHARTS ARE FROM NOAA SOURCES.
ALL CHARTS ALIGNED WITH ORIGINAL CHART CO-ORDINATES, ARE ACCURATE FOR USE.
TRACK YOUR LOCATION WITH GPS ON MAP.
OFFLINE CHART OVERLAY DISPLAY, USE THEM AS LONG AS YOU BOAT.
HIDE AND SHOW CHART OVERLAY TO SEE DIFFERENCE IN SATELLITE OR OTHER MAPS.
INTERACTIVE COMPASS FOR DIRECTIONS (TRUE/MAGNETIC)
INSERT UNLIMITED FAVORITE MARKERS ON MAP.
PHOTO TAGGED FACILITY FOR MARKERS WITH EMAIL OPTION.
FIND DISTANCES WITH ROUTE TOOL, DRAW ON MAP AND NAVIGATE ALONG THE ROUTE.
GOTO MAP LOCATION BY ENTERING LATITUDE/LONGITUDE.
MAP USER INFORMATION.

NOTE: All charts are Geo-positioned to match the exact location of features displayed on charts but there may be some difference between the positions of actual objects that are in the water or sea and charts because of the different chart scales.

We are experts in GIS & IOS Apps development and strive to provide the best products to the customers. Any suggestions from the users of this product are welcome to make the app more useful.

HAPPY BOATING AND SAILING ALL THE TIME!",,
Under The Water,com.shan.Under-The-Water,"In this game the ocean challenges you! Try to solve the puzzle of the ocean! If you succeed, you will find gold and precious stones. Not everyone has been able to do it, but maybe you will have such luck!",,
Water Balance in Watch,com.ratnakala.Water-Balance-in-Watch,"Water Balance is an App which will help you control level of water in your body.


Features: 
- smooth interactive interface to replenish your balance.
- view detailed statistics of your water intake.
- User can manage water intake.
- User can view Daily Graph of water intake.
- Use and Enjoy!",,
Hawkes Bay Water,com.kiwamedia.MWS0010,"Hawkes Bay Water is a new business venture. It chose this platform to promote its pure drinking water product to the New Zealand and international market.

THE SLAM

On the 26th and 27th of February 2015, Kiwa Digital, in conjunction with Māori Women's Development Incorporation (MWDI) and Te Kaunihera o Tāmaki Makaurau conducted its second ever Business SLAM workshop at Manukau.  

Led by Kiwa, the Business SLAM program takes budding entrepreneurs and newcomers to commerce through an accelerated process that guides them to crystalising their business idea. They then design and create their very own digital marketing app to promote their new commercial venture.  
 
Participants of this Kiwa Business SLAM were selected after completing the Maibiz Entrepreneurs' Experience. They were chosen for their exemplary demonstration of teamwork, leadership, innovation and passion for business.  
 
MWDI is a development and lending corporation for Māori in Aotearoa which was formed in 1987.  Its purpose is to meet the business, employment and financial demands of Māori, by offering  affordable funding to assist Māori seeking to set up and, or expand their businesses. MWDI will continue to support and assist these businesses in whatever way possible.

FEATURES:

• Swipe-to-Read™ to hear the words and playback the story at your own pace. 
• Auto Play to enjoy the narration. 
• Touch pictures to hear different sound effects. 
• See special animation effects bringing the picture to life. 
• Use the My Narration function to read and record the story yourself and customize your book.

This KIWA™Book includes the narration, text, and user interface in these languages: 

English

NEED HELP? 
Contact us: support@kiwadigital.com 

KIWA® is the world’s leading production house for experiential digital books. We partner with publishers and other content owners, using our patented technology to bring content to life in revolutionary new digital formats that deepen your child’s engagement and understanding.

Check out our website: www.kiwadigital.com 
Find us on Facebook: https://www.facebook.com/KiwaDigital",,
New Zealand GPS Nautical Chart,com.seawell.NewZealandMap,"*** For people who are looking for appealing charts, features like seamless scrolling, comprehensive coverage with good chart view management, track recording  and safety feature (MOB), Seawell marine navigation applications  are the best choice. This application provides maps to make life easier and more enjoyable for sailors, fishermen, divers, boaters and cruisers.
*** Comprehensive coverage
Coverage of the chart is extensive and detailed: ***New Zealand - Our Chart covers Hawke's Bay, Taikorai (Twin Rocks) Bird Island, Bare Island, White Island, Warrigal Island, Seal Island, Cowards Islands, Tent Island and so on.
*** Seamless scrolling:
With Seawell chart application you can zoom in and out without having to look for and load different charts. You can still scroll/zoom even when the favorites list or track list view is open. You can also mark or add favorite spots, dynamically without going back and forth to the chart.  
*** Chart view management
Lots of care has been taken to avoid clutter of icons, to utilize the full view of the chart to display only the map. With a single ON/OFF button, you can have full chart clear view. All the buttons on the chart are configurable to be turned off from the view in the settings
*** Track recording
√ Knowing where you’ve been helps significantly when visualizing where you’re going. Track recording is also a useful supplement to a log.
√ Intuitive interface to turn a track ON/ OFF, edit details & delete.
√ Intuitive track detail view helps you to start / stop / pause / continue your track recording. 
√ GPS Tracking with north up / Course up!
Three modes of GPS tracking, Red denotes user location centered and north up, yellow denotes user location is tracked but not centered with north up and blue denotes user location centered and map is rotated in course UP direction.
*** Favorites:
√ You can simply use your finger to tap positions on the chart where you want favorites.
√ Favorites list is also easy to use.
√ A picture is one thing, which tells more about your favorite places and you can share the same with your friends and families with different formats such as KML, KMZ and GPX
*** Distance measure 
Measuring distances, not just from the boat, is clearly a key part of any navigation system. Check how easy to use this.
*** MOB function (Man Overboard)
Will show you the way back to MOB and position can be used by the emergency services.
*** Other Features:
√ Online and Offline Search
√ Speed of boat 
√ Add Images in favorites
√  Seawell has multiple overlays: Offline, Hybrid,Topo and Street mode.
√ Offline: Only offline maps will be displayed which are useful in situations where there is no   Internet connectivity. .
√ Hybrid:  Land areas are covered by satellite imagery.
√ Street:  Land areas are covered by open street maps.
√ Topo : Land areas are covered by topographic maps

***NOTE: ""Continued use of GPS running in the background can decrease battery life”
	“Turn off GPS when not in use”",,
Water Girl Coral Fun - All Fish & Mermaids Lagoon Hook Up & Play Fun Girly Games,com.teamil.mermaid,"Coral Girl is swimming out to have some FUN with the Fishies and the Little Mermaids!
""Best Game Ever... I Love it""

Little Coral Girl is out in the deep blue sea having fun blowing bubbles and scaring the little fish away.
Help Coral and Her mermaid friends to play and hook up together for some fun!

Game objuectives are simple, Swim as far and as fast as you can with out getting touched by the bad Fishies that are all over the place. This is a really addicting game because it combines Skill and Endless Swimming mode!

This game features:

-Great Underwater graphics
-Awesome Sounds and music
-Unique kids mode IAP, Get this and never Die

This game is Free For Download so you may enjoy it.
Download this game today and enjoy all that is good about the water and corals :)",4.0,20
Living Water Church Riverhead,com.sharefaith.churchapp.389b28c2e5e91f18,"The Living Water Church App features inspirational content from Pastor George Dupree, who leads Living Water Church in Riverhead, New York. Living Water Church exists so that people can connect with God and come to new life in Christ as well as strengthen their faith in Christ.

You can check out all kinds of content that will encourage you in your faith walk with Jesus and keep you connected with the events and activities at Living Water Church. After you've downloaded and enjoyed the content you can share it with your friends via Twitter, Facebook or email.

For more information about Living Water Church please visit http://www.lwfgc.org",,
Slugterra: Dark Waters,com.appsministry.slugterra,"This is a 3D shooter ft. top-down view campaigns, third-person multiplayer PVP and arena battles. Awesome graphics and animation, engaging gameplay. At this point you may wish to download and start playing the game.

Or if you would like to go into more details, you could read further on.

Enter the sci-fi world of Slugterra in this breathtaking 3D action adventure game! Based on the animated television series Slugterra, take up the mission of Eli Shane to defend the 99 caverns and become the greatest slugslinger! 

In this high-tech world beneath your feet, the ammo's alive and only the quick survive. Play as Eli Shane and assemble your team of slugslingers to protect the citizens of Slugterra. Collect an arsenal of little critters called slugs — when you fire them at 100 MPH out of your high-powered blaster, they transform into powerful battle beasts!

With the help of your friends, your slugs, and your cool high-tech gear, defend Slugterra from the clutches of Dr. Blakk, who seeks to control the 99 caverns. The crux of his plan? To ghoul all the slugs with a substance called Dark Water, transforming them into mindless weapons! Track down and destroy each of Dr. Blakk's Dark Water stations before he can conquer the 99 caverns!

Simply tap to move and to target enemies. Customize your armour and blaster, equip your favorite slugs and upgrade them for maximum power. The more you play, the more gear and slugs you unlock!

* 18 levels
* 5 duel arenas
* 10 unique enemies
* 3 types of gameplay – isometric action, third person shooter, fighting.
* Controllable slugs
* Intuitive and user-friendly interface
* Unique graphics and gameplay
* Frequent upgrades and new in-game content",4.5,833
New Yankee in King Arthurs Court (Free),com.Alawar.NewYankeeiPhoneFree,"Your friends have been taken. On a long forgotten island in the Pacific there is an overgrown scientific compound. The experiments here created monsters, and they are all that inhabits this wicked place now. Your intelligence is the only thing that can say you in this gripping hidden object puzzle adventure game, so play smart, or suffer the consequences! 

*****************************************

GAME FEATURES:
◇ 40 challenging levels!
◇ Eight different buildings to erect!
◇ Four locations to explore!
◇ Six spells to cast, helping overcome adversity!
◇ Easy to follow tutorial!

By downloading and installing the application, you agree to the privacy policy.

***************************************** 
FIND US in FACEBOOK: AlawarEntertainment
FOLLOW US in TWITTER: @AlawarMobile",5.0,8
Boating New Zealand GPS Charts,com.flytomap.WMNewZealand,"Flytomap is a valid and interesting alternative, Benetti Yachts
Top Ten since 2008
Featured in : On the Deck 
New Zealand  - The whole coverage resident in the app. It works WITHOUT mobile coverage! 
• Worldwide Marine and Outdoor Maps available, thanks to viewer.flytomap.com
• Worldwide Satellite images overlay on charts 
• Worldwide Terrain features overlay on charts, thanks to Open Street Map, Open Cycle Map, Bing,Earth,Topo Chart and GMap
• Local Marine Weather forecast

Now with LINZ & NOAA  raster charts seamless with continuous updates from the official Government server

Now with ActiveCaptain - Worldwide boaters community, with  * 200.000 + Captains

 Use to Explore: 
√ Latitudes and Longitudes to go to your favorite places 
√ Search your Favorite points directly 
√ Zoom, Rotate and Pan fast just by a finger touch 
√ Quick Object information just tapping, thanks to vector technology 
√ GPS Heading Vector Towards the direction movement 
√ Distance Measurement Tool to easily calculate the distance from one location to another 
√Route planning, Waypoints - Insert the target/destination and see in real time your Speed, Distance, COG, Bearing and ETA.
√ Magnified Lens for all info 
√ Unlimited Tracks, Markers, Geo-tagged photos, records and share via email, visible on Google, Flytomap Viewer, KMZ format - Store your track without the need of cellular data or mobile signal 
√ Select Depth Contours
√ a la carte menu
√ MOB - Man Over Board 
√ Quick WP - allows you to instantly record your position and show distance and bearing   
√ iOS background mode - Flytomap works in background as well, you can swap with another app and receive/make calls send sms while track recording.
√ Optimized battery usage

√ ActiveCaptain
•	View and contribute to the best boaters community available in the world 
•	Continuous update of all info (including reviews from the deck) about :
•	Marinas
•	Anchorages
•	Hazards
•	Local Knowledge

√ Local Marine Weather forecast at a quick tap provide you:
•	Day max and min temperature - Current temperature 
•	Significant wave height, Swell height, Swell period, Swell direction
•	Tide data
•	Sea temperature
•	Wind Speed and direction
•	Weather description
•	Precipitation & Humidity
•	Visibility
•	Pressure
•	Cloud cover in percentage
•	Wind chill/Feels like Temperature
•	Water Temperature
•	Dew Point Temperature 
•	Heat Index Temperature

√ And so much more to come - It’s the only app you will ever need! Our charts are installed on: GARMIN NAVICO LOWRANCE B&G NORTHSTAR EAGLE SIMRAD

Follow us:

▶Twitter        @flytomap

▶Web Site      flytomap.com
 
▶Web App      viewer.flytomap.com

▶Facebook     facebook.com/flytomap


Flytomap is committed to constant improvement, this App is developed with the help of professional boaters to get the best experience on the sea, we listen to our users and systematically add the most requested features. 
Thank you for the feedback!
""Continued use of GPS running in the background can dramatically decrease battery life.""",,
Max Save Water Flow Twist,com.Max.Save.Water.Flow.Twist,"Another key one is to fix some problems[Feature]
The graphics are clean and colorful
Smooth user interface.+ Music and sound+ Play for all ages
Great sound and graphicsGames 
Free No purchase necessary
Perfect for kids and you",,
Boracay New Wave Divers,com.mippin.ios.mf58214fdf3634baa8e1213d06b4778c4,"We are a PADI 5 Star resort in the heart of Boracay Island Philippines where you can get to experience what it is like to be a diver with the PADI discover scuba diving adventure, daily dives or do a PADI course and get certified. You can also advance your diving skills with our instructors from around the world who are all PADI certified instructors with the knowledge to help you with the skills to make sure you stay safe at all times. SO LET'S GO DIVING !!",,
Little Fish Water Getaway - new fast racing,com.BazingaApps.LittleFishFree,"**** ACCELERATING AND THRILLING ADVENTURE ****

If you love adrenaline and thrill, this is the perfect game for you. Navigate through multiple floors using your mind and wits, make sure you have lots of it.

================
FEATURES
================

- Easy controls
- Endless gameplay",,
