Name,Package Name,Description,Rating,Rating Count
Deer Hunter 2018™,com.glu.deerhunt16,"From the creators of Deer Hunter 2014! Return to the wild and hunt across the globe in the world’s greatest hunting experience.

HUNT AROUND THE WORLD
Pursue trophies in unique and beautiful locations that span the globe from Alaska to Zimbabwe.

BAG BIG GAME ANIMALS
Hunt animals so real they nearly jump off the screen! Track down and bag the world’s most exotic and elusive game.

SHOOT LIKE A PRO
Develop a steady hand, line up your sights, and master the skills to take the perfect shot.

GET THEM BEFORE THEY GET YOU
Take down predators before you become the prey.

BUILD YOUR ARSENAL
Collect and customize your firearms with scopes, magazines, barrels, and stocks as you perfect your weapons for each hunt.

It’s Open Season - join the hunt today!

Auto-renewable Subscription Information (“Subscription Terms”):
 
Deer Hunter 2018 now includes subscriptions. These are available in a variety of prices and subscription periods:
• Silver: $0.99USD / week (or local equivalent); $1.99USD / month (or local equivalent)
• Gold: $1.99USD / week (or local equivalent); $4.99USD / month (or local equivalent); $12.99USD / 3 months (or local equivalent); $19.99USD / 6 months (or local equivalent)
 
Subscriptions are available via in app purchase. Subscriptions will automatically renew at the applicable subscription price at the end of the subscription period until you cancel your subscription. Payment for the subscription period you selected will be charged to your iTunes account within 24-hours prior to the end of the current subscription period. You can cancel your subscription at any time by accessing  your iTunes Account Settings and selecting to cancel your subscription. After canceling, you will be responsible for paying the subscription fee for the current active applicable subscription period.
 
Here are the links to our privacy policy and terms of service:
Privacy Policy: http://www.glu.com/privacy
Terms of use: http://www.glu.com/terms

PLEASE NOTE:
- This game is free to play, but you can choose to pay real money for some extra items, which will charge your iTunes account. You can disable in-app purchasing by adjusting your device settings.
- This game is not intended for children.
- Please buy carefully.
- Advertising appears in this game.
- This game may permit users to interact with one another (e.g., chat rooms, player to player chat, messaging) depending on the availability of these features. Linking to social networking sites are not intended for persons in violation of the applicable rules of such social networking sites.
- A network connection is required to play.
- For information about how Glu collects and uses your data, please read our privacy policy at: www.Glu.com/privacy
- If you have a problem with this game, please use the game’s “Help” feature.",4.5,70756
Bubble Shooter Relaxed Life,com.bubbleshooter.relaxedlife,"Bubble Shooter Relaxed Life bubble shooting game is coming! Take you into the lovely little raccoon life. In here ,we do not need complex operation, just click on the ball and can hit the bubbles, hit the explosion.Life gets bored ? Playing bubble shooter! working with tired brain?Playing our bubble shooter, sad when you get alone ?Playing bubble shooter, happy when around everyone ?Playing the bubble shot together!

Bubble shooter  can train your brain and finger. Unlike word search game, Bubble shooter is suitable for all countries. Bubble Shooter is one of the best matching and puzzle game!

As the most classic puzzle game and match-three game, Bubble shooter is popular for a long time. No matter the elderly, children, women, housewives or beautiful girls all love Bubble Shooter. Train your brain and finger. It's a brain game for adult and It's very cool.

What we do in this version? You can try to find the difference between our bubble shooter and others.

1. More than 2000 fun and challenging game levels to challenge your brain.brain.The classic bubble shooter, same as the original version.
2. 50 kinds of sweet candy bubbles,addictive bubble gameplay !
3. Easy to learn,challenging to an bubble master.
4. Fantastic graphics, fluent shooting experience.
5. Smooth animations(pandas), cool gameplay.
6. Captivating arcade inspired music.
7. Accurate controls, with two ways to shoot bubble.Pop all the bubbles!
8. More strategy.

If your family have the people, you want them to keep away from mahjong, card and other casino game. You can recommend them to play bubble shooter.
If you do not want your wife or girl friend to bother you, you can recommend them to play  candy bubble shooter .
If your children always bother you, let them play bubble shooter.
If your husband or boy friends are live you alone. Bubble shooter also can play with you

No matter where, No matter when
Bubble shooter is always on your side.

Our Bubble Shooter provides fun and addictive game play, entertainment for the whole family.

""Bubble Shooter Relaxed Life"" does not require a network connection to run, It means you can play it without wifi! there is no purchase item, free download free play! free bubbles game !
""Bubble Shooter Relaxed Life"" may contain some ads.

Become a member of many fans, come to the new bubble shooting game, relaxed and happy to spend every day! Today you can use the iPhone, iPad download!

The Last:
As a free puzzle bubble game, we need to show ads to feed our team.We promises that playing this game will not be forgettable and will be your most enjoyable experience with bubble games on App Store! Sorry for our ads and hope you can help us.",4.5,1048
L-Shoot 2000,com.lahautesociete.rocket.front,"Grâce à l’application L-SHOOT 2000, défoulez-vous et visez juste pour motiver nos équipes !

Dans un contexte de crise économique et sociétale aussi désolant que permanent, il est bon de retrouver des fondamentaux qui permettent de faire rimer bonne humeur et incitation décomplexée à la productivité.

Un de nos graphistes tire au flan au lieu de faire des Mickeys sur Photoshop ? Lancez-lui une roquette afin qu’il retrouve le droit chemin !
Un de nos développeurs sifflote d’un air détaché au lieu de faire sa 80 000ème ligne de code de la journée ? Haro sur le malfrat ! Cliquez sur le bouton qui lui décochera une roquette bien méritée !
Un chef de projet fait mine de compulser un dossier complexe alors qu’il épluche les petites annonces du dernier numéro de «Sanglier Passion» ? Faites lui goûter le fruit de votre méthode agile : celle du lancement de missile en milieu d’entreprise.
Un directeur conseil flâne sur le web en quête de son prochain restaurant au lieu de harceler ses prospects ? Corrigez-le grâce à notre artillerie interactive !

Soyez sans pitié envers la Haute Société.
Et laissez-nous vos messages d’amour sur Twitter en utilisant le hashtag #LSHOOT2000",,
Horizon,com.ketchapp.horizon,"Avoid obstacles while you maneuver through the unpredictable world of Horizon! Make barrel rolls, collect gems and travel as far as possible.

◉ Complete 100 Challenges
◉ Rank up by gathering XP
◉ Collect 40 Ships (including Secrets)
◉ Receive Daily Rewards
◉ Unlock 25 Trails
◉ Compare your Highscore with players worldwide

Download Horizon now!


Subscription Terms

Premium Membership offers a weekly subscription, you will have a 3-days FREE trial period, after this period you will be charged $7.99. After buying this subscription, you will unlock the premium ship and trail, revive for free, receive 150 gems daily and remove ads. This is an Auto-renewable subscription. The payment is charged to your account after confirmation. The subscription is renewed unless you turn it off 24 hours before the period ends. Your account will be charged for renewal as well.

The prices are established for United States customers. Pricing in other countries may change and actual charges may be converted to your local currency.

End of trial and subscription renewal:
• The payment is charged to your account after a confirmation of purchase.
• The subscription is renewed unless you turn it off 24 hour before the end of the current period.
• The account will be charged for renewal within 24 hours before the end of the current period at the cost of the weekly subscription. 
• The user may manage the subscription and auto-renewal have to be turned off by going to the user’s account settings after purchase in the Store.
• No cancellation of the current subscription is allowed during the active subscription period.

Canceling a trial or a subscription:
• If you want to cancel a subscription during its free trial, you have to cancel it through your account in the Store. This must be done at least 24 hours before the end of the free trial period to avoid being charged.

For more information, please visit https://support.apple.com/HT202039

If you have any questions, feel free to contact us at contact@ketchappgames.com

Privacy Policy and Terms of use : https://legal.ubi.com",4.5,9644
Dead Creeps: FPS Zombies Halt,com.s8.dead.creeps.zombie.shooting.game,"Dead Creeps: FPS Zombies Halt & Shooting Game 3D is an action packed & top free game in the series of zombies and shooting games. Zombies are spread into the city and people are being dead & returning into dead zombie. This Dead Creeps: FPS Zombies Halt & Shooting Game is an epic, terrifying and horrifying war game in zombie city where you have to kill & shoot these crazy, monster and vicious evil zombies. Now you have to keep hunting all the zombies to save your city. Use sniper or various deadly weapons to kill down all the zombies in this FPS game. Through this Dead Creeps: FPS Zombies Halt & Shooting Game, take the position of real hunter and strike down all the real zombies with sniper raider killer. Play this addictive zombies game and kill all of zombies who attack civilians.
 
As a special ops agent you have to act like superhero and have to fight against zombies terrifying dreams. You secrete agent is on ultimate rescue mission of big city in zombie vs human extreme shooter game. You are warrior and special forces agent of combat fighting and a super hero who is here to rescue the big city in the final war against zombie and last hope of citizens. Kill all the homecoming zombies and homeless zombies as a brave warrior and encounter the zombie’s waves attacking you in Dead Creeps: FPS Zombies Halt & Shooting Game. Zombies are everywhere kill them all and survive in this dead zombie’s city.

The criminal gangster mafia of terrifying zombies initially entered in area where zombie battle begins. In this superhero game you are a clash fighter with a rescue mission in your mind to shoot the crazy monster zombies with different guns and US made weapons. You are a zombie sniper, a zombie halter and a terminator, you have to kill and assault zombies in the monster zombie game with your modern rifles and different weapons in this final war of zombie shooting game. Take out your rifle to shoot and strike down the walking zombies in city streets, city airport and seaport. Act as a military and US army extreme shooter, target and strike the monster zombies to smash and crush them. These criminal crazy zombies land are worse than terrorists and you act as an anti-terrorist so show no mercy & just shoot and kill them all in this monster zombie war game. 

Download now, a free zombie game, its Dead Creeps: FPS Zombies Halt & Shooting Game top free game. Please feel free to send us your suggestion and feedback about this Dead Creeps: FPS Zombies Halt & Shooting Game. It would help us to improve more! Thank you visiting and downloading Dead Creeps: FPS Zombies Halt & Shooting Game!!",,
Bubble Shooter! Extreme,bubble.shooter.extreme,"Play and enjoy Bubble Shooter! Extreme, the classic game that takes bubble shooting to another level of fun and entertainment. Download today for free and enjoy thousands of extreme puzzles and challenges. Think you up for the challenge? Start playing today! 
 
Get ready for a new bubble popping game. Hit, Pop and Smash all the bubbles by matching 3 colors, win coins and solve all the fun brain teasers. 
Try out this exciting bubble shooter game, aim carefully to hit the target and explode all the colorful balloons! Don’t miss out this crazy bubble pop adventure, compete against friends and family and see who can reach the highest score and get three stars on every level. This incredible board game is simple and easy to learn, perfect for both adults and kids to enjoy!
Bubble Shooter! Extreme is the best puzzle matching game with unique gameplay!

Bubble games are much easier when you get some help! Charge up with awesome boosters that will help you blast through the levels. Work your way through some bubble challenges and puzzles, overcome all the obstacles on your way and clear the board! Match 3 balls or more of the same color to pop, win coins and solve the bubble puzzles. 
Looking for fun games for adults and games for kids to play and have a blast? Can’t get enough of online board games? Download this awesome bubble extreme game and take your gaming experience to the next level. 


AWESOME FEATURES:
- Discover exciting new levels in this awesome bubble shooting arcade game. 
- Experience a classic, relaxing bubble puzzle game designed to keep your mind sharp and active. 
- Cool boosters and power-ups. 
- Looking for fun games for the whole family to enjoy? Bubble Shooter! Extreme is your best choice! Both kids and adults will enjoy this easy and relaxing bubble popper game.
- Fans of classic bubble shooter games will enjoy awesome retro-style graphics and designs. 
- Free bubble pop game, easy to pick up and play!     


Play now and try to beat thousands of extreme levels. Drag your finger to move the laser sight, and lift it to shoot bubbles. Aim carefully and match at least 3 bubbles of the same color to burst the group and create a line explosion. Shoot and blast all the balloons until you clear the board and move on to the next awesome level. You can swap bubbles without limit,  just tap on your bubble to change its color. Form a strategy to clear all the balls and pop your way up to victory! 

Unlock and use amazing boosts and power-ups to complete levels and become the great bubble pop master: 
* Fireball – pop 7 bubbles in a row to get a fireball that will burn every bubble on the way.
* Bomb – drop 10 balloons or more to earn a bomb that will explode surrounding bubbles. 
WARNING! This fun arcade game contains awesome bubbles, boosts, and features and it’s totally addictive! Popping bubbles is the best way to relax and pass the time.   
What are you waiting for?
Press PLAY and enjoy this great bubble game!   


ULTRA FUN GAME: PLAY & WIN!
- Tap on the screen to drag the laser aim and lift it to take a shot.  
- Match 3 colors and shoot all the balls.
- Hit, blast and burst the balloons in this extreme bubble shooter. 
- Pop bubbles, finish levels and win coins!
- Shoot bubbles and relive your childhood memories playing fun arcade games.
- Challenge yourself with thousands of exciting puzzle levels.    
- Boost your gaming experience with some incredible power-ups that will help you burst bubbles. 
- The more bubbles you remove from the board in one shot, the higher score you’ll get.  

Are you extreme enough to take up the challenge of Bubble Shooter Extreme? 
Try it out today FOR FREE!

Liked the game? We would love to get your feedback! Let us know what we can add to make your gameplay even more enjoyable and earn your 5-star review. 

Bubble Pop - Shoot Bubbles is free to play, but some optional in-game items will require payment.  

All rights of Bubble Shooter™ are owned by Ilyon Dynamics Ltd.",4.0,751
Shoot Ball In Jungle,com.funmassgames.shootball,"In Shoot Ball In Jungle you have to overcame those challenging levels. You need to use each bubble wisely and carefully!

Features:
- Pop your way and challenging level
- Powerful boosters and amazing combos
- Unique levels and continuous updating
- Easy to play but hard to become master
- Unlimited times to challenge levels",,
Block Сity Wars: game and skin export to minecraft,qwe.qwe.sdd,"Are you aching for some audacious daredevilness and real danger? Then it’s high time we set out to open the criminal world of Block City!
 
Use our special Skins Exporter for Minecraft! It is a user-friendly tool for changing standard skins in Minecraft Pocket edition and Minecraft PC edition to a variety of exclusive ones which are created by our designers. Export can be used either from the first game screen, main lobby or the game interface. Skins can be exported either to Minecraft mobile or desktop version.
 
Enter the game and accomplish exciting tasks given by mafia bosses. Drive the most awesome cars hard. Get the coolest guns and dominate over your enemies.
 
Battle online with your friends and thousands of players from all over the world for the title of the best gangster! Pick the best skin and join mad mayhem right away. Gunpowder smell and rustle of banknotes are waiting for you!
 
Welcome to Block City:
 
⊹ Endless online fun in sandbox and deathmatch modes
 
⊹ A huge megalopolis where you are free to do whatever you want
 
⊹ More than 10 unique PvP maps
 
⊹ More than 30 means of transport: sports cars, motor-cycles, helicopters, cutters and even
TANKS!
 
⊹ More than 100 weapon units – ensconce with a rifle in bushes or go bald-headed with a baseball
bat breaking your enemies’ skulls. Burn everything to freaking ashes or blow it up using a grenade launcher.
 
⊹ Full game stats and daily winners lists – we let everybody see how cool you are.
 
⊹ More than 150 000 players online a day
 
⊹ A game chat for players to communicate with one another all over the world
 
⊹ Different gangster quests: every day we set a new goal for you.
 
⊹ Usefull Skin Exporter for Minecraft.
 
Dear users, we appreciate all your comments and wishes. Your feedback is really valuable to us! We do as much as we can so that you could have fun and enjoy playing the game.
 
For our daily news see our page on https://www.facebook.com/bcw3D and our group on Vkontakte on vk.com/bcw3d
 
————————————————————————
Block City Wars is not an official application of Mojang.  Minecraft is a trademark of Mojang AB, and this product isn’t connected with or approved by the developers of this game.",4.5,17204
Ball Shoot Island,com.gaostudio.bubblepop.catrescue.ballshoot,"Play the brand new exciting bubble shooting puzzle game and enjoy an amazing. 

Features:
- To Kill the Boring Time!
- The levels will get harder gradually and you’ll never get bored.
- Beautiful graphics and cool animations.
- Four different dramatic Boosters that help you win the game. The Boosters are all easy to master!
- Smooth and perfect operation of the game! Fluent shooting experience!
- Free download and free level updates!",,
Return to Planet X,com.butterflyware.planetx,"Full game. No In-app purchases. 

Return to Planet X is a close combat singleplayer first person shooter in which you will have to smash tons of alien bugs and shoot your way through the secret millitary base located on a distant planet.
The game takes the inspiration in action first person shooter games like Doom or Half-Life and novels like Starship Troopers.

Key Features:
- Laser guns, grenades, explosives, machine gun and flamethrower
- Alien bugs
- Intuitive controls 
- Explore a world cloaked in mystery and danger
- Stunning environments with high-quality graphics
- Spectacular ragdoll effects.

Supported devices:
- iPhone5S, iPhoneSE, iPhone6, iPhone6 Plus, iPhone6S, iPhone6S Plus, iPhone7, iPhone7 Plus, iPhone8, Phone8 Plus, iPhone X and newer
- iPad Air, iPad Air 2, iPad Mini 2, iPad Mini 3, iPad Mini 4, iPad 2017 fifth generation, iPad 2018, iPad Pro 9.7, iPad Pro 10.5, iPad Pro 12.9 and newer. 

Requires iOS 11.

Feel free to contact us to provide some feedback, give us suggestions, or to just say hello.
info@butterflyware.com",5.0,5
VideoShow Video Editor & Maker,com.enjoy.VideoShow,"VideoShow - The Best Video Editor and Movie Maker App Available
VideoShow is ranked as the No.1 video editor & video maker app in many countries. It’s the choice of 200 million users! The app has received numerous honors in the app markets, and has gained more than 2,000,000 five-star ratings. It was also included in the list of Best Video Editors.

Treasuring Your Special Moments
VideoShow offers excellent video editing features. In this user-friendly app, creating a video with photos, music, and other elements is easy and fun. You can even beautify your videos with texts, FX effects, GIFs, stickers, multi-music, photo filters, transitions, sound effects or live dubbing, and most anything you want in a creative and personalized way.

Why VideoShow: Video Editor?
* In just 3 minutes, your awesome video is ready
* HD export, no quality loss
* No Duration Limits
* Easy-to-use, with a wide variety of functions
* Hundreds of pieces of free music all fully licensed

For iOS users, Funny Cute Bear and Magic Girls from VideoShow have come to iMessage! Now add stickers to make your chats more interesting and hilarious!

Key Features of VideoShow: 
* Over 50 elaborate themes available to create an awesome music video instantly.
* Hundreds of pieces of background music available for you or add local songs from your device.
* Multiple tunes can be added after pre-defined intervals.
* Variety of text styles and fonts to create artistic subtitles are available in this movie maker app.
* Add stunning filters to make videos different. Now 30+ filters are supported!
* Edit/merge/trim/split/reverse/duplicate/rotate video clips.
* Zoom in and out. Let your audience focus on the region you want!
* Fast motion/slow motion to adjust and control the speed of every video clip.
* Video dubbing. Add your own voice-overs and change it to a robot, a man, a woman or a child’s voice if you want!
* Doodle on video. Bored of the monotonous fonts? Just doodle it!
* Video reverse, video playback to make a funny and creative original video.
* Square themes and no crop mode are customized for Instagram users.
* GIF maker: make original GIF images with your own pictures.
* Compress Video: You can also reduce the size of your video by compressing it.
* Video to Mp3: turn the soundtrack of your video into mp3 file.
* Fantastic Materials Center: Themes/FX effects/stickers/gif images/memes/emoji/fonts/sound effects, and more. It keeps updating all the time!
* Easy sharing of your videos on Facebook, YouTube, Instagram, WhatsApp, Google+, Vine, SnapChat, Facebook Messenger, Line, VK, Kik, Vimeo, Wechat, etc.
* Discover channel: find latest news, useful information and funny, popular videos from all over the world
* Support more than 30 languages.


If you would like to know what people are saying about the VideoShow app, visit our official social media channels: - 
Like us on Facebook: http://www.facebook.com/videoshowapp
Follow us on Instagram: http://instagram.com/videoshowapp
Subscribe us on YouTube: https://www.youtube.com/channel/UCDn_IwV1FHYhfim4ZNTUneA
Follow us on Twitter: https://twitter.com/videoshowapp
For more details about our app and privacy policy, visit our website: www.videoshowapp.com

We welcome all types of suggestions and feedback about the app. We listen to everyone and try to make our app as unique as possible with features that eases video editing and movie making. If you have any questions or suggestions related to VideoShow: Video Editor and Movie Maker, feel free to contact us at supportios@enjoy-mobi.com

Let’s Create and Spread Some Awesomeness!",4.5,3939
Zombie Shooter: Survival Game,com.azulblaze.zombieshooterlemmy,It's a zombie survival game. A very fast paced zombie survival game. OK an extremely fast paced zombie survival game. How many zombies will u eliminate before they eatz your brainz?,,
Trump Shooter 1,com.trumpshooter,"The next President Donald Trump will be equally popular like all the US Presidents in the past. We made a fun game...Trump Shooter, on Donald Trump in which you can throw oranges on Trump. The oranges with Trump’s image starts falling as game starts due its' gravitational pull. 
 
You are required to hit the falling balls, and if you will hit them at the correct angle, the maximum balls will disappear and you will save the balls from hitting the ground. If the ball hits the ground, the game will be over, so lets Play!
 
As you will move from one level to another, the balls will start falling at a higher speed and you need to catch up! 

It’s not that easy to win in this game unless you approach with the correct strategy.

You can save the President from falling down. It is a fun game and you should enjoy this game.
 
Play Trump Shooter game for fun and download it ASAP.  Small kids are definitely going to find this game as an interesting one.
 
Download Trump shooter and play this funny and simple game today! Remember as you reach higher levels, you will be required to shoot at very high speed!!!  Learn the tricks of winning the game fast by finding the sweetest spot. If you will hit the sweet spot, the max balls will be removed and your winning chances will increase. However, remember, sweet spot keeps on changing and it depends upon the balls position!

Let the Trump Shooter games begin!

See you at the top of the leaderboard!",5.0,33
Sniper Shoot-ing Assassin 3D,com.i6.SniperShooting3D,"Sniper Shooting 3D is a brand new, realistic action shooting game. You take the role as the sniper based in a sniper's nest, taking out the enemies that are coming to attack you. To complete the level, you must use your sniper rifle to shoot all the enemy soldiers to advance on to the next level. If you don't get all the enemy soldiers before your health is depleted, you will lose. With each level comes more enemy soldiers who will move into position to take you down. Harness you sniper skills and become the greatest sniper to defeat the enemy soldiers.
An addition to the game is the new game mode 'Zombie Shooter'. You take the role as the sniper in an arcade points style shooter were each shot to a zombie will build up your high score. Shoot as many zombies before the time ends to get a high score, see if you can beat your best with each try. Stop the zombie horde with your amazing sniper skills.",4.5,456
Bubble Shooter - Original Bear,com.bubbleshooter.originalbear,"The most cute bear of the history,Bubble Shooter - Original Bear is coming! This cute bear let the bubbles do the shooting in an addictive bubble shooter .Match and pop colorful bubbles in over 1000 exciting levels. What is more, this bubble shooting game for free! 

How to Play:
- Aim and match bubbles where you want to shoot the bubble.
- To group 3 or more bubbles to make them burst.
- Clear all the bubbles on the screen to get to a new level.
- More than seven kinds of cute bear is waiting for you to unlock,you can invite five friends to unlock the special role.
- Less moves you pass a level, higher score you'll get.
- At the end of game,you will be awarded coins according to the score. the higher score you got, the more coin will be awarded. Complete daily challenges for special bonuses.
- At the end of game,you can click the falling bubbles  to get higher score 

Features: 
+ easy operation but lots of fun.Beautiful graphics and animations. Everything is bursting with color!
+ Gorgeous special effects and beautiful images.
+ Different roles dress
+ Many interesting props to help you pass game quickly
+ A combination of multiple bubbles,Pop many bubbles in a row to unlock special pops with unique benefits.
No wifi can also play
Free & easy to play, challenging to master!

if you like bubble shooting game,Bubble Shooter - Original Bear will be your best choice! bubble shooter completely free to play, download our free games now!",4.5,1990
Ultimate Bubble Shooter,bubble.shooter.ultimate,"Ultimate Bubble Shooter is an addicting, adrenaline-pumping game with thousands of totally awesome levels designed to sharpen your brain!

Play the most fun bubble pop game and join us on an exciting adventure in space. 
Drop and pop all the balls, reach high scores and win big. 

Fan of bubble pop games? 
Just can’t get enough of fun brain teasers? 
Then this shooter is absolutely perfect for you! 

Play now the best balloon blast game, and enjoy action-packed gameplay with plenty of fun boosters and exciting puzzle levels. Hit and blast all the bubbles to win points and complete different missions in this addicting bubble shoot adventure.    

This ultimate shooter game features fun puzzle levels, highly addictive gameplay, cool graphics and effects. Looking for a fun activity to pass the time? Here’s your chance to play free arcade games anytime and anywhere you want. Get Ultimate Bubble Shooter now, blast and pop balloons to become the greatest bubble popping champion! 
If you’re looking for fun games to play online or offline, you got to try our totally awesome bubbles game. No WiFi connection is required so you can enjoy an unlimited ball pop fun.

* Get Ready for a New Exciting Adventure! *                                                                                              Shoot, blast and pop all the bubbles by matching three colors - it’s super fun! Clear the board and move on to the next awesome puzzle level. Boost your gaming experience with amazing power-ups that will create massive explosions and clear a path to victory. Test your matching skills as you blast and break all the bubbles and clear levels. With more than 1000 levels and awesome features, you will enjoy hours and hours of bubble blasting fun!

* Bubble Pop Explosion! * 
Shoot and break 3 or more bubbles to create a line crush and win points. You can swap bubbles without limit, simply tap on your bubble to change its color. Use your logic and matching skills to overcome the obstacles and complete the different missions. 
TIP:
Drop the big groups of bubbles first so you can clear a path. See which bubble color you are going to get next so you can plan your moves and create big explosions.  


AMAZING FEATURES: 
- Enjoy thousands of balloon blasting levels. 
- Pop the bubbles and create great explosions. 
- Play and enjoy the ultimate shooter!
- Boost your game and use awesome power-ups to advance.   
- Pop 7 bubbles in a row to get a fireball that will burn every bubble on the way. 
- Drop 10 bubbles or more to get a bomb that will take out surrounding bubbles.                                 
- Get a free gift every day!
- Match and shoot bubbles and win levels.
- Pop your way through the different challenges. 
- Tap on the screen to drag the laser aim and lift your finger to take a shot. 
- Make combinations of 3 or more similar colored bubbles to pop.  
- This is EXTREMELY fun and addictive!!!


Download this free shooter game with thousands of challenging levels to satisfy your itch for fun puzzles! 

Liked the game?
Please support us by rating the game so we can keep improving and create more fun levels. 


Ultimate Bubble Shooter is completely free to download and play, but some optional in-game items will require payment.",4.5,375
Sniper Ops 3D Shooter,at.modalog.shooter.sniper,"Load, aim and fire! Become the deadliest Sniper in Sniper Ops 3D! Upgrade your weapons and hunt down the enemies in over 200 levels!

Sniper Ops 3D is the best of the sniper games available! It’s fun and free app that puts you in charge of fighting terror. Become one of the most deadly army assassins and take out all of your enemies. Sniper Ops Modern Kill lets you wage online war against terrorists and deadly bad guys!

Sniper Ops is the best 3D Sniper Shooting Game on your phone because it charges you with the mighty responsibility of fighting a global war on crime. Become the ultimate shooter and protect all of humanity. Not your ordinary gun game, the Sniper Ops Shooting Game is a war and FPS game that’s addictive and ultra-realistic.

Features:

● Realistic 3D graphics with outstanding animations
● Take your pick of weapons including sniper guns and rifles
● Hunting and killing missions to wage war on terrorists
● One of the best free assassin games online ever
● Help police and the army clear all terrorists from a territory
● Earn rewards with this app by completing missions
● Amazing gun battles to destroy real enemies
● Unlock tons of new sniper rifles like the legendary dragunov!
● No internet connection required!

Typical hunting and killing games are boring. Don’t shoot deer, elephants, lions, or any animals in your online games. Go for the real enemies who are creating terror all over the globe. Download The Best 3D Sniper Shooting Game and join millions of online players who are using their sniper skills to make the world a better place.

The Best 3D Sniper Shooting Game offers ongoing new content all the time and it gives you the chance to be the hero in many virtual cities. This modern combat game allows you to race against time to prevent WWIII and go up against rivals that you may have never thought you’d face in real life.

Our Best 3D Sniper Shooting game has a loyal following of players who say it’s the top sniper game for iPhone. Read the reviews and get shooting yourself.

The Best 3D Sniper Shooting Game is an absolutely free assassin shooting game that has quickly become one of the top games for iOS. Download it for your iPhone today!

Please note:
● New content (more modern weapons, regions) in the works!
● Tell us what features or weapons you want to see in the game! We are always looking for honest feedback! Would you rather customize your assassin or kill other contract killers (aka multiplayer)?
● If you like shooting games, please rate us and support further development!
● If you like this game even more, please purchase something!


Disclaimer
Sniper Ops 3D contains mature content and it is not recommended for young children.",4.0,124
Nonstop Balls,thinkcube.project307,"Nonstop ball-shooting brick-breaking action! Bounce balls around break blocks. Relax your brain! This is the ultimate casual game!

Game Features:
- Non-stop actions! This is Ball shooter game on steoriod!
- Upgrade balls and cannon for higher score!
- Collect Power Ups for even more action!
- Customizable Themes!
- Unique Challenge levels!
- Amazing Graphics and Animations",4.5,2333
Deer Hunting Elite Challenge - 2015 Pro Showdown,com.frog.deerhunt,"2015 Deer Hunting season is open! Very realistic environment. 
Deer Hunter Elite Challenge is updated deer hunter 2017. Join the mountain deer hunt in this awesome hunting simulation. If you enjoy other hunter games such as duck hunting and fishing games this one would fit into your deer big game hunter collection. Fun fps shooter game with cool deer hunting rifles to unlock. No hunter age required to play this game but its not for kids. The best sniper shooter deer hunt rifles to unlock. We plan to add bow and arrow hunting soon. Happy Hunting!",4.0,1870
Bubble Shooter Kids 2,com.gala.bubbleshooterkids2,"Classic Bubble Shooter is an addictive game. And our new Bubble Shooter is not just that. It's more simple and amazing! It's a single player game that does not require network. Once you start you won't stop playing! 

--- WHY SHOULD YOU CHOOSE THIS GAME? ---

 -> A lot of challenging puzzles!
 -> Beautiful game interface!
 -> Cool animation effects!
 -> Positive music.
 -> You can download for free!
 -> Applicable to any age!
 -> Anytime anywhere!


--- WHAT YOU GET IN THE GAME? ---

 -> Get relaxation and happiness!
 -> Kill boring time!
 -> Grow your brain and exercise your fingers!
 -> Share with friends!


Tips: Move your finger on the bubble. Sighting line will tell You.",,
Water Planet,com.appidea.waterplanet,"Deep within the galaxy many light years from Earth, a lone Andromedan spaceship is cruising towards home, passing by a seemingly uninhabited water planet. What they didn't know was that the great and evil Zharor has set his target sights on their ship with the intent to capture a human being for experimentation!

With destructive force, a giant laser emanated from the planet and struck the Andromedan pirate spaceship. All of her crew was forced to evacuate and landed in the water. Evil creature Zharor captured everyone except for one. Will the lone survivor fail in his quest to save his friends, or will he become a great hero that saves the day? It's up to you to decide!

An epic Waterworld adventure awaits! Join one hero in his ultimate quest to free his captive space mates from the nefarious clutches of Zharor! But first, he has to traverse unique, colorful watery worlds full of dangerous obstacles and fish and collect coins for upgrading his mini-spaceship. Each stage presents a different challenge, so in order to survive you must think fast and have lightning-quick reflexes.

Upgrade your clunky basic spaceship into a super-ship that can stand against the might of the evil Zharor! Spend the coins towards more nitrous boosts, more engine power and torque. Replace your aging ship propellers and you might just have a fighting chance against electrifying jellyfishes, spiky creatures and massive monsters in a race to save your helpless and captive team!

Acquire more powerful and varying ships each time you play. Different underwater ships present different ways to play. Power through the stage using a brawny spaceship, or zip through obstacles with ease using the speedy ship. What's important is to keep your eyes on the path ahead, and forge through increasingly difficult stages for a shot at becoming the legendary being who escaped the domain of the evil creature Zharor.

Save your crew and you'll have a chance to use them for the later stage battles. You'll never be alone in your quest to save the day! Simply touch the game screen to go higher, and release it to get lower. Go forward and evade nasty creatures looking to end your mission, collect coins, and try to move forward and beat your own high score. Upgrade your ship for better maneuverability and better engine thrust, or complete missions to further your quest. It's up for you to decide!

The simple controls are easy to learn, but beware- you'll need all your skills to get to the end levels and face the evil Zharor. The one-touch controls make it easy to play in quick bursts during breaks, on commute or while you lay back on your bed. The gameplay is so addictive that you might spend sleepless nights racing through the obstacles in your quest to escape the watery world and to get home in one piece.

So don your air-breathing helmet, strap yourself in the spaceship and prepare for a wild ride. Make Zharor pay for what he did in capturing your friends. Immerse yourself in the watery world of Waterplanet and become the master of your own destiny!",4.5,1773
