Name,Package Name,Description,Rating,Rating Count
Modern Shoot: Dragon Sniper Hu,com.inagon.superher7o,"Modern Shoot: Dragon Sniper Hunting  is a very engaging, adventurous and addictive game, with some amazing graphics and sound effects.In this hunting game, you will have to shoot down the dangerous dragons, to protect the village from getting destroyed.
Consider this shooting game as a mission of safeguarding a village from some life threatening creatures, which have the ability to turn even an entire village into ashes.",,
Pixel Gun 3D,zombiegun3d,"In Pixel Gun 3D you have a perfect chance to battle with your friends, classmates and colleagues or anyone else all around the world! You can create and customize your character using a special skins maker and then show off on the battlefield!  
  
*** MULTIPLAYER ***  
MAIN FEATURES OF THE MULTIPLAYER:  
• WORLDWIDE and LOCAL connection types.  
• More than 35 unique maps of various shapes and sizes.  
• Varied weaponry with upgrades: Sniper rifles, rocket launchers, energy weapons, magic weapons and many others. More than 100 kinds!  
• Up to 10 players in one game.  
• Chat is available! Talk with friends right in the battle. 
• Several online modes: Classic Deathmatch, Deadly Games, Team Battle, Flag Capture, Coop Survival and Point Capture.  
 
*** CAMPAIGN ***  
Pixel Man has found himself in an awful situation ... In the middle of the night tonnes of frightening zombies come to attack his farm unexpectedly! Later on, he figures out that the zombies don't just wander through his village, they are everywhere! Will he be able to survive and figure out the reason for the Zombie Apocalypse? Stay with him until the end and solve the whole mystery of the world of Pixel Gun 3D!  
 
MAIN FEATURES OF STORY MODE:  
• Completely different worlds with tonnes of different locations.   
• Many different kinds of enemies.   
• Unique types of weapons.   
• Colorful comic book plot which tells us the story behind Pixel Gun. 
 
*** SURVIVAL ARENA ***  
A separate set of conditions that allow you to check your survival skills. How far are you willing to go? How many waves of monster attacks can you overcome?  
  
SURVIVAL MODE FEATURES:  
• Endless gameplay.  
• Unexpected combinations of different kinds of monsters.  
• Awards for getting through to the next stage.  
• Get the best results you can and compare them to your friends!   
 
*** FRIENDS AND CLANS SYSTEM ***  
If you made friends with someone while chatting in the battlefield, then all you both have to do is press the [ + ] button in the game table and you will become friends! And then you can quickly find and team up with your friends for new matches, look at their accomplishments, how their characters are made up and so much more!  
Also, you can create your own CLAN made up only of the best players. Be the strongest Pixel warriors in the world.  
 
*** SKINS AND CAPES MAKER *** 
Now you can make your OWN SKIN and USE IT IN THE MULTIPLAYER GAME!  
You can also turn on a function for a custom cape. Design it yourself using whatever patterns you want!  
 
Thank you for all the comments and advice, we really appreciate it. In this version, we tried to fulfill your wishes. Wait for the coming updates with cool new features!  
 
Pixel Gun 3D is the most popular multiplayer game in many countries!  
 
Pixel Gun 3D is:  
• Millions of players all around the world;
• More than 100 kinds of weapons;  
• More than 35 maps and locations;  
• Lots of communication among players from from all around the world;   
• Great HD graphics;  
• Exciting sound effects;  
 
Join the exciting world of Pixel Gun 3D!  
—————————————————————————————————  
This is not an official Mojang app. Pixel Gun 3D & Cubic Games are not associated or connected with Mojang AB. Minecraft is a trademark of Mojang AB and it is not endorsed by or affiliated with the creator of this game or its licensers.",4.5,642538
Twisty Arrow!,com.tastypill.twistyarrow,"Twisty Arrow is a simple tapping strategy game fun for users of for all ages. Shoot arrows at the spinning circle target but don't touch the other arrows. Use the right strategy to improve your accuracy and hit the bullseye on the circle as it twists every time. The more arrows you shoot, the harder it is to be accurate and hit the bullseye. Can you beat this impossible rotating wheel? What level can you get to? Download right now and spin the wheel to find out.
 
How to play
 
> Tap your screen to shoot arrows at the spinning wheel
> Hit the bulls eye with the arrows without touching other arrows
> Each level requires a certain amount of arrows to hit the bulls eye to complete
> Different levels spin, twist, and rotate in different directions and at different speeds
 
Features
 
- Quick reflex twitchy tap style gameplay
- Over 145 levels to master with more updated weekly
- The most addictive casual spinning circle game
- Funky fun soundtrack to jam to",4.5,37316
Bomb Me,com.gamehollywood.bombme,"Join the 10 million people that have already played the epic trajectory shooter, Bomb Me! Find your enemy, aim your weapon and take your shot! Collect pets, get epic armor, and prepare to battle in your Bomb Me Kingdom adventure!

- A perfect port of the adorable atmosphere and casual shooting gameplay.

-Dominate PvP against real players in real-time.

-Track your PvP progress in the DDTank Hall of Fame.

-Feed and train pets, foster their love and take them with you into battle!

-Collect more than 301 outfits to style up your characters!

-Online and offline access lets you play anywhere, anytime.

-Find true love with the innovative marriage system.

-Arm yourself with Darts, Lasers, Plungers and dozens of other cute weapons. 

-Explore mysterious fortresses, travel to distant worlds, and challenge powerful dragons!

Adorable combat and thrilling gameplay, what are you waiting for? Join the magical world of Bomb Me now!",,
City Mafia War: Fighting Shoot,com.sraaydin.arabi6c,"City Mafia War: Fighting Shooter is a best Crime simulator game among all shooting games & gangster games of theft auto gangsters. Show your skills by fighting in open world real action game. Be a real grand theft and steel all you can. Take the most extreme arsenal and defeat the criminal underworld
Features:

 High-quality realistic graphics and special effects.
 3D cityscape environments and multi-level quest!
 Action music and control sounds.
 Smooth and easy controls.",,
Arcade Shooter: Sky Fighting W,com.joydev.hawkou9t,"Arcade Shooter: Sky Fighting WWII is an editor's choice award winning 2D scroller shooting game with sleek graphics and smooth gameplay.
FEATURES:
 Simple to play to kill time, but very challenging to master
 Suitable for both casual and hardcore shoot 'em up gamers
 No internet connection required! Play game offline anytime you want
 Nostalgia of 2D vertical scroller arcade shooter that dominated the 80s and 90s
 Collect and evolve over 100 cool monsters with unique abilites",,
Call of Mini: Beyond Infinity,com.trinitigame.callofminibeyondinfinity,"This is the sequel to Call of Mini Infinity (30 million+ downloads). The War of Infinity rages on! With the arrival of new advanced mech forces, the flames of war burn ever stronger. The mechs and their pilots are ready to fulfill their destiny as the new heroes of the saga.

Game Features:
• 11 unique mechs – specialized towards particular roles and play styles: tank for your team with a heavy mech, slice through opponents with a melee attack mech or deploy shields with a support mech
• Fluid mobility and firing – versatile controls let you aim and fire at targets while moving your legs independently
• Mech skills and refined tactics – on top of regular abilities like planting land mines, turrets and dummies, you must master the use of your Ultimate Skills for maximum effectiveness, dealing massive damage
• Simplified shooting – assisted aiming makes for smooth firing
• Multiple game modes – various modes provide unique gaming experiences
• Voice chat – communicate with your teammates to co-ordinate gameplay
• Friends teams - invite friends to join the fierce battles. Advance and retreat together to seize the win!

We will continue to add new mechs and game modes to make the game more and more awesome!

► ► ► ► ► 

http://twitter.com/TRINITIgames
http://facebook.com/TRINITIgames",,
Jungle Army Combat - Shooter W,com.sniper.citysecre3t,"Jungle Army Combat - Shooter War!
Show your skills in the fields of battle where you are call for performing duty for which you were trained. show your commando combat shoot expertise and be heroic legend of real target shooting like legend of korra and hero legend of warships. flcommando , your shooting targets are clear and be best counter terrorist killer.

Features
•	Realistic 3D graphics.
•	Real sound of firing 
•	Five levels
•	Different types of weapons
•	One man army",,
Survival Combat Strike Mission,com.counterstrike.force.real.combatstrike,"Be ready & prepare yourself for the counter shooting war mission in the modern free FPS action game

Features:
• Stunning 3D graphics with amazing gameplay.
• Easy tap to shoot the enemy
• Best warrior action with variety of weapons.
• Challenging & thrilling missions",,
Counter Terrorist Shoot War 18,com.jvurrorist.nterterro1t,"Counter Terrorist Shoot War 18 is a full action packed shooting game. Encounter the Terrorists with multiple choice of advanced weapons like pistol, AK-47, M-4, shotgun and sniper rifle. In terrorist Shooting War game your role is as a brave commando from the army force.  
Features:
- Short & long range firing rifles
- Exciting Map with Realistic War Environment
- Different Latest weapons 
- Amazing 3D Graphics
- Best Shooting Game
- Afraid or in terror of terrorist, exit this game.",,
Balls Snake-Hit Up Number Cube,com.battle.BallsSnake,"Move your finger and drive a line snake of different roles.
Try to smash as many blocks as possible.
Get high score as you can.

 Features:
- Interesting props bombs and magnet
- 3D gameplay
- Simple smooth control",,
Gunship Shooter: Sea War Moder,com.niperhip.trendacr14e,"Gunship Shooter: Sea War Modern is the best FPS Arcade Gunner Shooting Game where the user has to perform various Offensive and Defensive shooting missions as the user gets the chance to join the Navy Force as a Solider and take part in the War. 
- Max Shooting and Critical Strike
- Action Packed, Adventure Filled FPS Game
- Navy FPS Gunner - First Person Shooter
- Tactical Battle Simulator
- Modern Military Weapons",,
Archer Skill: Shooter Challeng,com.archer.shooterchallenge,"Archer Skill: Shooter Challenge is a 3D mobile game which has amazing 3D shooting graphics, animations and it’s so realistic. Makes you feel like you are actually in the sports games. Come and try your best to be the archery master!


Feature:
- Aim and shoot the bullseye
- Well designed levels are waiting for you to challenge
- Archery game
- Suitable for players of all ages
- Archery shooting master",,
mahjong 3d - frontier quest,com.qy.Mahjong,"This is a relaxing, casual board game perfect for passing the time, whether you only have a few minutes or several hours. The goal is to match pairs of tiles to clear the board. Use strategy and match the tiles in the correct order to remove them all. It’s the perfect blend of logic and relaxation, great for players of all ages! 
Enjoy the many health benefits of playing mahjong! Proven to support a healthy mind by developing concentration, improving cognition and increasing memory, it’s a fantastic, fun way to exercise your brain. 


---- FEATURES ----

- Three modes and thousands of levels await your challenge
- Amazing HD backgrounds and stunning artwork
- High-quality tile sets
- Auto-hint option
- Fully optimized for retina display
- Looks beautiful on all devices - iPhone,iPhoneX, iPad and iPod Touch
- Challenge your friends and climb the leaderboard!",4.5,99
Panda Pop - Bubble Shooter,com.sgn.pandapop,"The best bubble shooter game! Blast bubbles, save baby pandas! Play now for free!

Plan your every pop to rescue cute baby pandas! An evil baboon has kidnapped & trapped precious panda pups in the jungle. Blast, match, and pop bubbles to help beat him & return the cubs to their worried mother!

Work your way through increasingly challenging puzzles and employ the power of the elements to help you in your Panda Pop quest. Use epic bubble shooter power ups to free the pups… combine them for even greater effect! 

FEATURES:
2000+ levels with uniquely challenging obstacles
Check back often for new events and free rewards
Use power ups to make smart moves
Match 3 bubbles & fill lanterns to create supercharged matches

PLUS:
This game is social! Connect to Facebook & play Panda Pop with friends!
Enjoy special rewards & events all the time!
Connect seamlessly across multiple devices and platforms!

Get poppin' on your iPhone or iPad today...

LIKE: On Facebook to get the latest news and rewards!
FOLLOW: @playpandapop
SUPPORT: https://pandapop.zendesk.com/home

Please Note! While Panda Pop is free to play and enjoy, some in-game items and functions can be can be purchased for real money. If you don't want this option enabled, please disable in-app purchases. 

www.sgn.com/privacy

DEVELOPER INFO: Jam City is the leading developer in truly cross-platform social gaming! Chart-topping hits include Cookie Jam, Sugar Smash: Book of Life, Juice Jam, Genies & Gems, and so many more! Check out our other free match 3 puzzle games! You'll love to swap, match, and crunch through ever expanding levels and events. Check back often to see all the new candy, cake, and sweet treats that we've added! You'll love to crush through each sweet puzzle. Begin your adventure on one of our free match three puzzle games today!",4.5,370055
Fortnite,com.chairentertainment.Fortnite,"The #1 Battle Royale game has come to mobile! Squad up and compete to be the last one standing in 100-player PvP. Build cover. Battle your opponents. Survive the longest. Earn your Victory. 

Requires an internet connection and iOS 11.
Works with: iPhone SE, 6S, 7, 8, X; iPad Mini 4, Air 2, 2017, Pro.
Fortnite DOES NOT support: iPhone 5S, 6, 6 Plus; iPad Air, Mini 2, Mini 3, iPod Touch 

On mobile, Fortnite is the same 100-player PvP game you know from PlayStation 4, Xbox One, PC, and Mac. Same map, same gameplay, same weekly updates. Build your fort as you battle to be the last one standing. Jump in and squad up with friends around the world or in the same room!

Powered by Unreal Engine 4.

BUILD & DESTROY -  Shape the battlefield by building your own cover. Opponent hiding behind a wall? Take out their cover to get the edge.

GEAR UP - Board the battle bus and drop in on your favorite zone. Gather resources, collect gear, and battle your opponents! Last one standing wins.

SQUAD UP WITH FRIENDS  - Team up with your friends around the world or in the same room!

EPIC UPDATES & EVENTS - Weekly updates constantly fuel the fun. New gameplay modes, serious and insane new looks for your avatar, new weapons and items….Fortnite is always expanding.

CONSOLE GAMING ON THE GO - Play the full game anytime, anywhere. Complete quests on the go, progress your Battle Pass, and more.",4.5,1634747
Guns of Boom,com.gameinsight.gobios,"“A brilliant multiplayer FPS that you should just go and play right now. 9/10” — PocketGamer
“A super slick super shooty super shooter. This is one of the best multiplayer FPS games to have hit the App Store in recent memory.“ — AppSpy 
“Guns of Boom is some solid, streamlined shooting that feels better than quite a few other mobile shooters.” — 148Apps

• Easy and intuitive controls: get a hang of the game from the get-go and start climbing up the ranks!
• Vivid graphics and support for older devices: stunning visuals will keep you glued to the screen, while the hardware requirements remain very moderate.
• Engaging PvP battles: enjoy team-based fun across numerous maps and game modes. The adrenaline-filled action never stops in GoB!
• Character customization: create a unique hero by using a combination of various perks and equipment skills, and find the perfect look with hundreds of cosmetic items. Creating a flexible build for your play style is as easy as ever.
• Regular updates and events: with constant content additions, new features, and colorful themed events, you’ll never be bored. This game just keeps on giving!
• Pro Play Mode: eSports events with players from globally acclaimed teams. Can a mobile FPS be truly competitive? You bet!

Guns of Boom is a competitive multiplayer FPS with awesome 3D graphics and gripping gameplay. It’s so simple that your cat could learn the controls, but the skill-cap is high enough to spark the interest of competitive eSports players who’re used to extremely challenging and clutch tournament-style battles. Engage in online PvP battles on a variety of maps, utilizing different cunning tactics. Get the ultimate FPS experience with fast-paced matches that take less than 5 minutes on average. The game is on!",4.5,103872
Terrorist Assault Shooting,com.us.army.frontline.commando.shooting,"Terrorist Assault Shooting has accepted the difficult mission of going to the city to destroy the terrorists.The goal of each game mission is to fight against terrorists, kill every enemy, and survive in the mission

Features:
- HD 3D graphics
- Play anytime, anywhere
- Simple and smooth operation
- Best quality attractive sound effects
- Challenges of increasing levels of difficulty
- Realistic 3D shooting battlefield environment
- Radar vision positioning the enemy's position
- a large number of advanced powerful weapons",,
Survival VS Zombie Battle,com.zombie.game.survivalbattle,"Survival VS Zombie Battle is a best & exciting first-person zombie shooting game with incredible 3D graphics

Features:
Realistic 3D graphics
Easy controls to play
Horrifying visualization and sounds
Different type of zombies to kill
Different in game missions",,
Ball Shoot!,com.nomadicbeargames.ballshoot,"Shoot the ball to the line of balls. Three of the same color will explode. Clear the line before the first ball of the line goes in to the hole. Balls can bounce off the walls. Unlock awesome new maps with your score. Make combos and get SPECIAL balls. 

Check it out when you reach 10000 score!

Features:
*Eye-friendly color
*Unlimited time
*Play offline

Have fun!",4.5,16459
City Zombie Hunter,com.zombieshoot.cityshooting,"Fight with zombies to shoot them with this amazing zombie shooting game. Shoot zombies and clear the city. If you are looking to play a game with dead zombies, just try this amazing zombie game with incredible game play with supper sound effects and realistic graphics 

Features:
Realistic 3D graphics
Easy simple controls
Horrifying visuals and sound
Different in game missions
Variety of guns
Sniper killing missions",,
Fastlane: Road to Revenge,com.spaceapegames.fastlane,"THEY TOOK YOUR CITY.  THEY SHOULD’VE TAKEN YOUR CAR!

Reclaim your No.1 position as you blast past other players and outrageous gang bosses in Fastlane: Road to Revenge!

Pick-up this FREE classic arcade shooter and play anytime OFFLINE!

BUST OUT THE BIG GUNS
• 20 exotic cars to collect and upgrade.
• 10 unique & powerful UAVs.
• Game changing vehicle transformations to rain destruction on your rivals: Talon Gunship, Vulcan S-22, Tempest C-3.
• More gear and gadgets than Elon Musk!

CHALLENGE PLAYERS WORLDWIDE
• Blast your way past players the world over.
• Overtake rivals to steal their score bonus.
• Race through 30 player leagues with escalating difficulty. 
• Challenging environments and lethal obstacles.
• Can you reclaim your status as top boss?

RICH STORY CAMPAIGN
• 11 crazed bosses out to stop you in your tracks.
• Complete the campaign and reveal the identity of the boss who took over your turf.

HUGE SOUNDTRACK
• Actual in-game radio allows you to select your own beats.
• Wide selection of in-game music.
• Customize your own game soundtrack.


Please note that Fastlane is free to download and play, however, some game items can also be purchased for real money. If you don't want to use this feature, please disable in-app purchases. You can play Fastlane offline but a network connection is required for in-app purchases and League Promotion.

Fastlane also offers a 1 month auto-renewable subscription to 'Jobs Hustle'  which recharges in-game Jobs 100% faster.
– Subscription payment will be charged to iTunes Account at confirmation of purchase
– Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period
– Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal
– Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase
– Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable

_____________________________________________
Fastlane will work on the following devices:
• iPad 3 and above.
• iPhone 5 and above.
• iPad mini 2 and above.
_____________________________________________


WE WANT YOUR FEEDBACK!
Visit our Fastlane community page and speak to us directly!  We want to hear your ideas and any issues:
http://links.spaceapegames.com/fastlaneband

Visit our official site at http://www.fastlaneroadtorevenge.com/
Follow us on Twitter or like us on Facebook to get info about upcoming Fastlane changes:
https://www.facebook.com/fastlaneroadtorevenge/
https://twitter.com/FastlaneRTR/

Privacy Policy: http://www.spaceapegames.com/privacy-policy/
Terms of Use: http://www.spaceapegames.com/terms-conditions/",5.0,46206
Island Escape: Survivor Z Kill,com.ekgames.pandemi6c,"Survival land adventures begins with a hard time escape from lost Island along with wilder wolf. Seek help from your axe, guns and rifles expertise for escape day mission. Fight the savage targeted missions & combat zombies attack to save your life, hard time escape. 1st person assault shooting to evolve as brave hunting warrior in this thrilling adventures game for a life escape wild mission. Master your survivor escape plan and use wolf to attack on your rivals. Use all the possible tools and weapons to defend yourself from zombies and wilderness creature.
Your mission in the zombie sniper mountain gun shooter mission games is to kill all the zombies coming out",,
Bottle Shooting: Club Bar Gun,com.jalsawiper.exper5t,"Bottle Shooting: Club Bar Gun Shoot has been built as a precision shooting game that will maximize your gun shooting pleasure for bottle shooting in the shooting range.This bottle shooter game depicts bottle shooting with pistol shooting by an army soldier. This bottle shooter game has different bottle shooting objectives. Each level in this bottle shooter game has an interesting shoot objective for the pistol shooting. 
FEATURES:
Realistic bottle smashing sounds
Different but interesting thrilling levels
Every mission has complexity for real shooter
Amazing 3D graphics and sound effects
Easy to play but difficult to master game",,
Watermelon Shooting Pro: Hit S,com.msruieach.mecarsi14m,"Watermelon Shooting Pro: Hit SHOOT is the epic new simulation of shooter games in which several watermelons are placed on different platforms and the user has to shoot all of them in a limited time period. In Games, the player has limited bullets and hence he has to take his aim carefully and aim accurately for the target otherwise he might waste his bullets.

Features
1. best Gun Controls
2. Amazing and cool graphics
3. keep your mind engaging
4. the newest concept of jumping watermelons around the town and shooting
5. best app for kids just back from the school",,
Galaxy Attack: Alien Shooter,com.alien.shooter.galaxy.attack,"Earth's last hope is in your hands, take control of the lone spaceship and protect Earth from alien swarms. Your goal will be quite challenging as you will have to save the Universe from its evil enemies. In this space shooting game, you will be facing an increasingly large number of enemies in hazardous environments. As the game progresses, you will earn the right to upgrade your spacecraft to unleash its full lethal capacity.

HOW TO PLAY:
* Touch screen to move and kill all enemies.
* Collect items to upgrade or change your weapons.

FEATURES:
* Multiplayer mode
* High quality images optimized for tablets and large screens.
* Ability to use active skills during the space battles.
* The game is packed with 100 levels on various difficulties.
* Beautiful levels with immersive missions to complete. 
* Multiple extreme boss battles. 
* Upgrade your guns and lasers.
Enjoy classic space combat - powered up. Download Galaxy Attack Space Shooter now!",4.5,36447
Action Commando: Max Shooting,com.lgern.actiam3i,"Action Commando: Max Shooting FPS is action-packed commando shooting game and specially designed for shooting action gamers willing to play the top fps thrilling action-packed the game with challenging missions in special sniper war to show gorilla commando skills. 
Game Play:
	Select a mission to play
	Swipe to adjust the aim of shooting
	Tap on the bullet button to fire!",,
WII Shooting: Survival FPS Gam,com.moding.worldwa2r,"WII Shooting: Survival FPS Game is a First person shooting game which is full of action and you experience what was look like in World War 2 (WW2) and how these commandos laid their lives to proclaim peace for the world.
Secret and stealthy missions which are difficult to complete.
Slow Motion effect of dealing damage and taking down the enemy.
Full Action Commando Game.
Totally free to play.
Smooth and Steady Controllers.
Realistic 3D graphics with amazing sound effects.",,
Modern FPS: Combat Sniper 3D,com.jalsmbat.omeacti9o,"Modern FPS: Combat Sniper 3D is rapidly increasing. It’s time to defeat the enemy in 3d shooting combat sniper mission. You are the real Fps hunter who will accurately aim & target by sniper shooting at the gangster evil slots. Confront in the dangerous & challenging sniper shoot to assassin the blood eradicator enemies in battle environment. Be the special shooting to face & strike with modern guns at deadly criminals, gangsters & mafia lords. 
 FEATURE:

- Realistic Game play.
- Different kind of Thrilling Modes
- Collection of Quality Weapons 
- In app purchase 
- Many challenging levels.
- Smooth Controls",,
Zombie Shot Killer,com.shootzombie.Frontier.zombie.killer,"Stays alert! Kill all those dead zombie apocalypse and become the last lone endless survival. Rebuild your position aim, ready & fire. 

What are you waiting for??? Download Zombie Shot Killer for free and enter into the dark world where humanity is engaged into the ultimate evil.

Game Features:
-Visually stunning High Quality graphics 
-Terrifying sound effects
-Incredibly stunning ghost shooting game for free
-Addictive game play
-Multiple realistic weapons
-Realistic 3D environment scene
-Helping map
-Free zombie shooter
-You will get experienced new exciting things which entrance you to play more and more!",,
Dead Town: Shooting Zombie,com.zombiewar.deadtown,"The dead walking monsters are back in the town with something terrible virus. The world is taken over by the these dead creature surfers around who scoff everything catch or hit, and whose bite is infectious to all citizens zombies shooting game you have to survive in crazy city which is overwhelm by killer zombies, take your weapon and reclaim what is yours! Accept the challenge to fight for survival of human in Dead Town: Shooting Zombie.

Features:
-Thrilling Zombie Rush towards your & Hack and Slash style FPS War-Z
- Aim to become a first class contract zombie killer in zombies’ shooter games.
- Stunning graphics with more heavy & light Weapon store.
- First person zombies shooting game with unlimited simulation in zombies games.
- Scary and effective soundtrack and realistic physics.",,
Dragon Hunter: Sniper Legend,com.dragon.sniperlegend,"It is the fight , It is the hunting challenge you must win, It is the only way to survive against these monster dragons. It is the best way to shoot them before they come and burn you alive in fire. Aim and shoot them at distance to avoid their wrath of fire. 


 Features: 
Variety of dragons & interesting levels to play
Addictive dragon sniper shooting experience
Historic and heart touching gameplay sound
Amazing hunting missions for realistic war of thrones
Interesting mountainous 3D Land environment
Amazing HD Graphics & Sound Effects
Fantastic Epic 3D Medieval Environment
Easy, Smooth and Realistic Shooting Game controls",,
