Name,Package Name,Description,Rating,Rating Count
Shoot Rope Rescue Man,com.afegames.shoottheman,"It's time to use your shooting skill to save innocent people!
Some gangsters robbed the village and those gangsters kidnapped innocent people and then want to hang them to death with a rope. There's no way that you can get any closer,the only weapon you have is the bow you practice every day. You have to save those innocent people by shooting the rope and not hurting them.",,
Hit Man Legend - Assassin Bloody Adventure,com.stephengreen.GangstaKiller,"Excellent shooting game! Hit Man Legend lets you be the assassin. Choose to complete your objectives in stealth mode, using disguises and various weapons.

How to play:
Select your missions, select your weapons, and try to stay professional. Take out your targets, acquire top secret information and escape. 
Aim and shoot with the finger.",4.0,28
Sniper Shooting - One Man Army,com.seungjoonlee.OneManArmy,"A top sniper can fight by himself with a whole army! Shoot all the terrorists, who appear in front of you. 

Try to kill your opponents before they defeat you.

It's an awesome fast-paced shooting game! Be careful and good luck!",3.5,120
One Man in The Sky,com.Fren2y.FlyBattle,"You play as a bomber shooter.
Your task is to protect it from letting enemy fighters hit the bomber.",,
Zombie Sniper Man,com.planetcaravalgames.zombiessniperman,"Your village is damaged by zombie
All civil here have been all left or die caused of zombie
You hate zombie , You want killing zombie all
You like hunting, shooting, killing zombie
This is very basic of zombie sniper shooting game
If you like action games, zombie games, sniper shooting game you are going to like this free zombie sniper shooting game
Come and shoot to kill zombies all
- This is very basic game of zombie sniper , swipe to focus on zombie
- Turn fire on and shoot  zombie
- You have to reload your rifle each time after shooting zombie
You like action games , role play games , zombie shooting games, killing zombie , sniper , try this zombies sniper game .
Download zombie sniper shooting game for adding to your collection of free zombie shooting game
Take funny and relax guys.
https://www.youtube.com/watch?v=NLTTrZBB7qA&feature=youtu.be",,
PAC-MAN Pop,com.bandainamcoent.pacpop,"PAC-MAN Pop! is the only game that combines classic arcade action with hours of addictive bubble shooting puzzles!  Fun and free to play!

PAC-MAN needs your help to stop the Ghosts once again!  Inky, Blinky, Pinky and Clyde have trapped all the fruit in the land, but that’s not all!  Those pesky Ghosts have also left bubble traps that PAC-MAN’s beloved pets keep falling for!  Rescue his pets by matching bubbles and using Power-Ups across hundreds of challenging levels in this exciting new game starring everyone’s favorite gaming icon!

PAC-MAN Pop! Features:

Enjoy Hours of Arcade Action!
• PAC-MAN characters meet bubble-blasting fun in an all-new puzzle adventure!
• Meet Winky an all-new mischievous ghost, exclusive to PAC-MAN Pop!
• Pop pesky Ghosts, burst their bubble traps and save PAC-MAN’s pets!
• Explore over 14+ PAC-WORLDs!
• Match your way through hundreds of levels, with new puzzles always being added!

Plenty of Addicting Game Modes!
• All-New!  Challenge mode let’s you earn exclusive rewards for a limited time!
• New obstacles, modes and challenges will leave you hungry for more!

Use Classic PAC-MAN Power-Ups!
• Unleash Power-Ups to get bigger, burst multiple rows of bubbles and turn ghosts blue!

Share the Fun with Friends
• Compete and compare your scores with friends on the leaderboards!
• Do your friends need a little help?  Send your friends free lives!

Download PAC-MAN Pop! today!

PAC-MAN Pop! is FREE TO PLAY but includes items for purchase within the game.  

Like us:
facebook.com/pacmanpop
facebook.com/pacman
twitter.com/officialpacman
instagram.com/officialpacman
youtube.com/BNGAMobileTube

Other PAC-MAN Games You May Like:
PAC-MAN Lite
PAC-MAN CE DX
PAC-MAN 256
PAC-MAN Friends

PAC-MAN™ POP! & © 2016-2017 BANDAI NAMCO Entertainment Inc.",4.5,1656
Delivery Man – Death drive,com.vg.deliveryman,"Delivery Man – Death drive is an action-packed defense game in a post- apocalyptic wasteland, this fun and challenging survival racing game has tons of different upgrades and guns to play around with! This game is one of the most extreme road trip games on android. Play delivery man – death drive and protect your cargo. You can download this free shooting game on your device today and start enjoying the massive power of your weapons. Your mission in this game is simple, make the delivery. Shoot the wasteland marauders behind your delivery truck with your very impressive arsenal of weapons and enjoy the show of explosions

In delivery man – death drive the road trip rules are very simple, protect your cargo from the motorcycle raiders. The game is the perfect mix between a defense game, runner game and car racing game al put together in one ideal mix! Race against the hordes of enemies across the great wastelands in the never-ending game of survival almost forgot this makes the game a survival run racing game as well. So see if you got the right survival skills with Delivery Man – death drive!

Delivery Man – Death drive game Features
- Super extremely fast and addictive gameplay
- Start unlocking different cars as you progress through the game
- Drive through 50 exciting levels
- 30 achievements in this fast passing death race adventure game
- We selected 12 different guns to us on your delivery truck, see for yourself witch you like the best
- 4 cool different cars to put your umbrella up and shoot off your enemies
- 4 cases of cargo deliver the bigger cargo to get way more cash in your pocket!
- And of course extra upgrades, like different outfits for the delivery man
- Complete missions shoot down sky bikers, moto racers and more to earn rewards and cash and become the real king of the roads
- Epic and beautiful high def graphics
- Nice bangs and explosions to enjoy
- Upgrade your mighty weapon arsenal to deliver more damage to those biker marauders",,
Pixel Man Shooting Adventure:Escape,com.huantang.pixelmanadventure,"In this action shooting adventure game,you are a brave soldier who want to escape to the helicopter by avoiding obstacles and enemies.
You don't have much time and complete the mission without getting harmed,but the enemies won't let you do it easily.
Run, jump and avoid obstacles, shoot enemies and collect coins in your path!
Destroy all enemies and get the victory! Good luck!",,
Ball Man Red SD (Bubble Brain Game),eu.andela.appBall-Man-Red-SD,"You like this one!!

Easy to play difficult to win. Bubble shooter explode physics brain game. 

Make groups to remove them (but with physics).",,
My Love Bubble,com.alphaunit.shootmylove,"Fun and addictive love bubble shoot game!
Another classic bubble match-three game come for free!

The aim of Shoot My Love is to collect as many points as possible. To get score you need to destroy the colored love bubble. In order to burst those bubbles you need to row/connect at least three bubbles of the same color.
Just tap on the game board where you specifically want the bubble. Clear all the love bubbles on the screen to level up, and try to get 3 stars on each level.

The best puzzle adventure game! Shoot love bubbles and match 3 or more to pop and drop your way to victory!

- 150 levels of Challenging Puzzles!
- Shoot love bubbles in every game like a cupid throw arrows you will blow hearts
- Awesome shooter indicator made your life enjoyable!
- Animated bouncing balls, effects, and more!
- Get all of the hearts
- Having Sweet Candy feel UI
- Having 4 Prop Items",,
Mech Robots Battle Steel Pro,com.playvertex.steel.robot.battle.shooting.mech.war.pro,"Here is a real robot shooting game, You may have played a lots of mech steel shooting war games but this futuristic robot 2017 will give you a diffrent and real robot shooting fps experience. If you have been a real robot shooter then you would be really enjoy to play this action and best mech robot shoot game .You will test your skills of robot hunting becouse this is a new generous of brilliant robot fight 3D. You will definitely love this futuristic robot shooting 2017 because it is a 3D full action packed target fps, modern shooting action with having extreme robot simulation and awesome enviroment and best for robot shooting player. Download and play Mech Robots Battle Steel Pro.

You will test your battle shooting skills on steels. You will face sentimental robot fight 3D. Its perfect 3D graphics make you fell immersive. if  you are a fan of mech battle games then play Mech Robots Battle Steel Pro. there is very beautiful an extremely futuristic and awesome enviornment. You are a modern fps shooter with a secret mission. Your mission is to keep them moving forward. It is lots of war everywhere, there are different missions in this battle mech war game.10 interesting levels, every mission is tough than previous battle mission. In this automation conflict war there are shooting robots wish to destroy the peace of member of the human race so humans has decided to have combat robotic fight,this is designed these robotic machine for this purpose. You can exeperince futuristic combat fight with modern weapons will change how you look at mobile games. 

 - GAME HOT FEATURES -
- High quillity sound effect you will definitly like
- Awesome 3D graphics and enviornment
- Intuitive on screen control
- Win more exciting challenges
- Real fighting animation
- Intense first person shooter",,
Sniper Shooting Plane -  Best Sniper Shooter Simulator HD Game,com.buarapa.snipershootingplane,"Welcome, Shooting Game lovers! Are you Searching """"shooting games with gun"""" ? You have come to the right place! This is a best free shooting mission gungames.
Sniper Shooting Plane is a classic unblocked games shooting with gun hd and 3d.You are an army to aim and fps shoot the helicopter, airplane and enemy.

This is an awesome shooting games for you and your kid. This game shooting games no blood so Children can play until 6 year olds, 7 year olds , 8 year olds, 9 year olds, 10 year olds and adult. Easy To play this shooting games with no blood just touch on your screen to cool shooting the armor plane and click reload button for reload bullet. You have best rpg to shooting so you easy to win on easy mode. if you play hard mode the enemy hight defense you must have fast skill to shooting them. One only person in my developer them can pass this level. This it's require less Memory. support more mobile device. You are Commando to Kill Shooting Airplane WEAPONS on one bullet.

Feature Shooting games arcade:
- colorful HD graphic designed for toddlers, kid and adult.
- complete with mobiles and tables.
- FREE and SAFE for kids because this game no blood.
- Easy and simple to play and controllers.
- Have fun playing

How to Play:
- Tap on enemy to shooting Bullet
- Detect enemies by the help of radar and Map.
- Reload Bullet for next shooting

This Game To Help:
- shooting games effect on brain
- hand-eye coordination skill
- through loosening
- relax

Download Shooting games online Free - Fun Game now and don't miss amazing updates! Experience more are played in the game. Enjoy the game!

---------------------------------------------
Sniper Sooting Plane is a free to play FPS shooting simulator Plane.Use of this application is governed by BuaSoftGame Mobile’s Terms of Use. Collection and use of personal data are subject to BuaSoftGame Mobile’s Privacy Policy.",,
Transform Man Simulator Pro,com.gamesandapps.robot.transform.pro,"Transform Man Simulator  -  join super hero through the whole city. Super hero now is a man who can transform into an iron fighter! Go to the battle, show street fighting positions and protect the world from evil.

New story with super hero means super girl. In this action game you have super power. Challenge your rivals, level up your hero to prove that you are the greatest trainer of super heroes of all space and time! 

Step inside of super heroes world and navigate the adventure of this character. You will make this episode. Be the master of your own destiny. Begin your quest for world protection. 

Be a super hero in the city and be careful: like all heroes, you must keep your true identity in a secret. Don't let anybody to reveal it and recognize you as a street fighter!

Features of Transform Man Simulator :

transform man with super power
modern weapon
fantasy city world
much fight in action game
easy to use and interesting for everyone

Transform Man Simulator - be a hero! It's time to save the world!",,
Gang man Shooter FREE - Clash Of The Mafia Squad,com.freemagic.gangmanshooter,"***** YOU are a 70's Mafia boss! Take NO prisoners! ***** 
 
Revered by all, known only to some as ""Gang man"". Shoot your way out of the 70's disco before it's too late. 
 
In this trippy club you'll have to defend yourself against crazy horses, glammed up girls, toilets on fire (yes we did say toilets on fire - why? - Why not!) and other foe. 
 
Don't worry you'll use your Mafia skills to execute everyone. 
Collect musical notes to upgrade your weaponry: 
 
- Detonate dynamite and blow stuff up 
- Upgrade to a Hand Gun for fast and frantic gun fire action 
- Upgrade to an awesome Shot Gun for maximum impact 
- Did we mention you can fly? :-D 
 
Fun multiplayer, intuitive controls and Top Mafia Score Board will keep  you coming back for more. 
 
Take 'em all down before you're assassinated! 
 
Download FREE today...",3.0,26
