#bcwildfire,19265
863-6582,214
north,214
share.),213
contact,213
do,212
we’re,212
assistance,212
@bc1:,211
but,211
group,210
many,209
victims,208
|,206
request,200
additional,199
there,198
facebook,197
helping,194
first,193
know,193
page,190
find,189
now.,188
monitoring,188
regional,187
respond,186
night,186
during,185
you're,184
south,184
residents,183
receive,182
set,182
interior,182
where,182
closely.,181
fed.,181
number,180
@rogers:,180
#breaking:,178
working,178
work,176
keep,176
fight,176
fro…,175
use,175
@chadharrisbc:,172
hectares,172
large,172
eoc,172
damage,171
@angelasterritt:,169
personnel,169
sent,169
i'm,168
than,168
its,166
little,166
these,163
"shelter,",162
1-866-377-7188.,162
yesterday,161
@lailayuile:,161
sending,160
breaking:,160
evacuees.,159
@ausername:,158
they,158
efforts.,158
#cityofpg,157
@andreawoo:,156
help.,155
"smoke,",155
still,155
cache,154
off,154
park,153
public,153
@globalbc,152
way,152
opened,151
minister,151
time,150
under,149
#oplentus,149
locations,149
drive,148
closures,148
see:,148
coming,148
evacuee,148
details.,147
triangles.,147
5555,147
663,147
"violation,",147
@pennydaflos:,147
indicated,147
"assets,",147
@shelby_thom:,147
liaison,146
#caf,145
thank,145
@bchydro:,144
town,143
declares,143
close,143
anyone,143
entire,143
safety,142
@canadianforces:,142
customers,142
daily!,142
photos,141
location,141
ha,140
@cbcnewsbc:,139
it's,137
operations,137
consider,136
areas.,135
#britishcolumbia,135
check,134
premier-designate,133
declared,132
forest,132
#bcwildfire?,132
looking,132
continues,131
150,131
rage,131
home,130
roads.,130
larger,129
house.,129
message,128
fox,128
gray,127
burn,125
mcmurray,125
needs,124
making,124
ordered,124
area:,124
details,123
statement,123
@amyjudd:,121
free,121
ashcroft,121
communities,121
considered,120
#cdnpoli,120
today,120
updated,119
we're,119
+,119
told,119
@redcrosscanada.,119
@totemsunrise:,119
good,118
district:,118
prayers,118
local,118
prov,118
@ctvvancouver,117
"wow,",117
make,116
'wildfires,116
note',115
#ymm,115
lakeside,115
risk,115
coverage,114
don't,114
w,114
when,114
@cbcnewsbc,113
us,113
started,113
list,113
quality,112
situation.,112
wells,112
alberta,110
responders,109
unable,109
displaced,109
given,108
hey,107
friends,107
danger,107
#cariboo,107
until,107
"situation,",107
alarming,107
#wildfire,107
family,107
properties:,105
wildfire:,105
any,104
like,103
best,103
unbelievable,103
bc.,103
service,103
4000,102
evacuate.,102
federal,102
domestic,101
@b…,101
@bcndp:,100
starting,100
forced,99
@lauren_global:,99
fighting,99
provide,98
go,98
here:,98
after,98
morning,97
offer,97
footage,97
icymi,96
s…,96
important,96
evacuations,94
live,94
n.,94
24,94
@bcgovf…,94
battle,94
@bc…,93
@justintrudeau,93
#fortmcmurray,92
planned,92
gustafsen,92
photos:,92
another,91
may,91
lake.,91
2,91
u,91
even,91
coming...,91
province-wide,90
how...,90
attend,90
@redcrossbc,90
very,89
could,89
reception,89
highway,89
previously,89
region.,89
9.,89
"0800,",89
cover,89
relief.,88
data,88
much,88
neighbours,88
#…,87
thousands,87
vancouver,87
case,87
overnight,87
wishes,86
most,86
want,85
news,85
🙏🏼please,85
30,85
@darryldyck:,85
@franhasnews:,85
columbia,85
active,85
@bifnaked:,84
"(warning,",84
language).,84
coulson,83
#bostonflats,83
"2,000",82
@…,82
#yyjpride.,82
celebrating,82
latest:,81
west,81
weekend,81
canada,81
"bc,",80
light,80
getting,80
members,80
stories,79
other,79
"able,",79
"need,",79
waiving,79
including,78
smoky,78
"voice,",77
road,77
this.,76
full,76
@cknw,76
past,75
stepped,75
princeton.,75
#bcparks,75
msg,75
size,75
4567…,75
#alberta!,75
again,74
overages,74
wildfires:,74
hour,74
ones,74
liveblog:,74
transportation,74
@albertaparty:,74
went,74
infrastructure,73
available,73
officials,73
140,72
@meanwhileincana:,72
seeing,72
come,72
say,71
huge,71
metro,71
image,71
#kamloops.,71
@johnodowdirl:,71
260,71
updated:,71
w/,71
satellite,70
parks,70
photo,70
#williamslake.,70
overnight.,70
wildfire.,70
@tomfletcherbc:,70
50%,69
line,69
5,69
remains,69
donated,69
provided,69
good.,68
6.5,68
outside,68
morning.,68
spending,68
order.,68
next,68
staff,68
gas,68
geez.,68
weather,68
"region,",67
douse,67
@gwomand:,67
cindy,67
leave,67
"now,",67
changed,67
govt,67
major,67
story,67
submitted,67
200,67
nearly,67
control,66
#hmrd,66
me,66
@cbcerchris:,66
show,66
pierces,66
princeton,66
wildfires',66
view,66
fires.,66
21.…,66
polar,66
cloud,66
manthey.,66
orbiting,66
"house,",65
mac,65
heard,65
@bcgovfire…,65
@weath…,65
posted.,65
skies,65
@globalokanagan:,65
aware,65
status,65
@puglaas:,65
@chrisscottwx:,65
front,64
flights,64
hope,63
liberals.,63
aviation,63
#insurance,63
sidelined,63
@radionlnews:,62
latest.,62
"housing,",62
food,62
folks,62
@richardzussman:,62
back,62
them,62
#canada,62
@tranbc:,61
okanagan-similkameen:,61
180,61
volunteers,61
"far,",61
shots,61
"fire,",61
@ibc_west:,61
am,61
60,60
ground,60
resources,60
hours:,60
appeal.,60
head,59
because,59
"lake,",59
"1,800",59
alerts,59
down,59
continuing,59
@westjet,59
#travelsafe,59
"feeding,",59
flying,59
.,59
bomber,58
supplies,58
.@bcgovfireinfo,58
@steelworkersca,58
premier,58
#buttout,58
wildland,57
lexington,57
pm,57
#bcstrong,57
@weathernetwork:,57
link,57
banned,57
forces,57
@johnrustad4bc,57
into,57
out-of-province,57
met,57
battling,57
day,57
situation:,56
wake,56
yr.,56
worse,56
urgent,56
@kamscan,56
responding,56
captured,56
between,55
safe!,55
care,55
size.,55
@news1130:,55
@andrew_leach:,55
subdivision.,55
prepare,55
cell,54
pls,54
step,54
drone,54
soda,54
assessments.,54
@nadia_stewart:,54
saturday,54
"evacuees,",54
karen,54
lots,54
visit,54
district.,53
links,53
loved,53
he's,53
@interior_health:,53
details:,53
#williamsla…,53
#vanpoli,53
"canada,",53
flies,53
gertzen.,53
disaster,53
est.,53
"10,000",53
total,53
yet,53
devastated,52
#redcross,52
found,52
700,52
's,52
airport,52
two,51
raging,51
#cariboo:,51
hours.,51
@cdnpress,51
@disasteranimals:,51
300,51
#princegeorge,51
smokey,51
evacuation.,51
3200,51
bag,51
#update:,51
hectares.it,51
4,50
in…,50
grab-and-go,50
bcws…,50
@jensaltman:,50
"ready,",50
continue,50
@emilylazatin980:,50
thompson-nicola,50
representatives,50
week,50
ban,50
case.,50
difference,49
issused,49
efforts,49
gear,49
3,49
phone,49
skrepnek,49
he,49
east,49
daily,49
audio:,49
night.,49
date,49
loon,49
forests,49
n,49
few,48
let's,48
early,48
@jedichica:,48
@oneilcarlier:,48
"1,500",48
hours,48
@globeandmail:,48
saf…,48
night/early,48
estimated,48
registering,47
stepping,47
"aid,",47
room,47
fire.,47
arriving,47
region,47
@lailayuile,47
evening,47
clear,47
18,47
health,47
steelworkers,47
#wildfires,47
@cdnp…,46
anywhere,46
throughout,46
destroyed,46
@humanityroad:,46
evacuees.#kamloops,46
trying,46
2017,46
video:,46
leaving,46
that's,46
driving,46
makes,46
truck,46
"fires,",46
#bcfire…,46
share,46
@simonplittle:,46
can't,45
10,45
which,45
@lizacknw980:,45
read,45
discount,45
@cknw.,45
access,45
activated,45
burned,45
info.,45
thinking,45
relieve,44
things,44
useful,44
got,44
why,44
westjet,44
praying,44
notices,44
#cdn…,44
retweeted,44
pg,43
~200,43
officer,43
incredible,43
district,43
city,43
updates:,43
182,43
#yyc,43
looks,43
"#princetonbc,",43
.@jjhorgan,43
windy,43
@toddstonebc,42
expected,42
?,42
entirety,42
grove,42
also,42
least,42
expanded,42
@crackmacs:,42
together,42
hearing,42
.@vanfirerescue,41
@dustinrgodfrey:,41
grown,41
sun,41
@bcrcmp,41
re:,41
moore,41
traffic,41
@haidaprincess:,41
resource,41
think,41
items,41
lot,41
fast.,41
103,41
428,40
bill.,40
"wildfires,",40
.@tnrd,40
interview,40
#vanre,40
170+,40
@weathernetwork,40
adds,40
93,40
bc'ers:,40
animal,40
29,40
#bcw…,40
#ashcroftfire,40
@redcrosscanada:,40
words,40
difference.,40
easy.,40
southeast,40
patients,40
john,40
@katslepian:,39
were,39
chief,39
headed,39
smoke.,39
quesnel,39
map.,39
#bcfires:,39
before,39
centre.,39
@jarmstrongbc:,39
joining,39
nations,39
rest,39
@cityofpg:,39
100-mile,39
places,39
"princeton,",39
listen,38
great,38
#cbc,38
above,38
@krissyvann:,38
"water,",38
restoration:,38
@snowhydro:,38
noon:,38
"homes,",38
terrifying,38
really,38
97,38
fringe,38
ask,38
pretty,38
bonaparte,38
alert.,38
"fort,",37
108,37
estimate,37
"$25,000",37
numbers,37
seen,37
#okanagan,37
towards,37
230,37
legal,37
compiled,37
218,37
@thompsonriversu,37
assist…,37
more:,37
aircraft,37
rain,37
spoke,37
"hot,",37
properties.,37
months,36
wildfires.,36
',36
d…,36
zone,36
arrived,36
they're,36
"stone,",36
shock,36
running,36
mayor,36
each,36
twitter,36
"ib,",36
bans/restrictions:…,36
christy,36
ib,36
"14,000",36
@cstclair1:,36
losing,35
only,35
"creek,…",35
km,35
fb,35
indian,35
helicopter,35
stats,35
tireless,35
sad,35
prohibited,35
leadership,35
"evacuated,",35
#beijing,35
services,35
travel,35
@legendsinexile:,35
regions,35
china.,35
far,35
flexible,34
remain,34
tonight.,34
hard,34
yesterday.,34
@xoxoinyourheart:,34
activity,34
#princeton,34
bc's,34
military,34
u.s.,34
...,34
@always_vote:,34
@donnabarnett_bc:,34
cots,34
rcmp,33
emerg,33
delivered,33
cash.,33
rescinded:,33
claims,33
having,33
horgan,33
half,33
help:,33
strong,33
#penticton,33
@bruceclaggett:,33
evacuation?,33
points,33
#scary,33
"firefighters,",33
"smoky,",33
foods.,33
others,33
@vancejennifer:,33
dragon,33
hwy,33
save-on,33
@cbcmorninglive:,33
expecting,33
while,33
correction:,33
143,33
shops,33
@unitedwaytnc:,32
your…,32
albertans,32
@cibc:,32
"saskatchewan,",32
standby,32
fly,32
~,32
face,32
"""it",32
special,32
help?,32
@airbnb,32
etc.,32
1-80…,32
listen:,32
advice,32
volunteer,32
send,32
watch:,32
surprised,32
long,32
@jwagstaffe,31
183,31
#1…,31
:(,31
@ca…,31
far:,31
#princegeorgebc,31
against,31
@bctiggygirl:,31
hectares.,31
🔥#bcwildfire,31
communities.,31
monday,31
now:,31
trailer,31
231,31
covered,31
8,31
2/2,31
"feed,",31
&lt;3,31
called,31
couple,31
@wawanesacanada:,31
keeping,31
too,31
concern,31
@tnrd,31
dm,31
#newbrunswick,30
posted,30
@christyclarkbc,30
airbnb,30
@tooq:,30
"7,000+",30
main,30
team,30
@cariboord,30
@globalbcmorning:,30
hoping,30
within,30
@elizabethmay,30
theweathernetwork,30
never,30
since,30
serving,30
workers,30
@canadianforces,30
let,30
572,30
math,30
lead,30
ensure,30
living,30
.@aircanada,30
@andrewscheer,30
"today,",30
rep,30
pray,29
here.,29
would,29
blaze,29
crew,29
restoration,29
amid,29
pet,29
"hectares,",29
1/3,29
offers,29
arrive,29
mayor:,29
🇨🇦,29
there's,29
zones,29
expressed,29
@momikara:,29
moving,29
(2/2),29
silence,29
bc:,29
community,29
#climatechange,29
housing,29
wind,29
does,29
residents.,29
"support,",29
gilakas'la.,29
thread,29
smell,29
there.,29
#staysafe,29
"7,000",29
#100mile,29
anything,29
(this,29
.@thompsonriversu,28
rallies,28
mobile,28
lightning,28
wide,28
"1,",28
@huffpostcanada:,28
plans,28
route,28
hauling,28
#vancouver,28
images,28
injs,28
outgoing,28
"hangars,",28
"13,000",28
outbldgs,28
pounds,28
aid,28
prices,27
fa…,27
wb,27
"help,",27
province.,27
asked,27
afternoon,27
warning,27
"page,",27
@papajohnskam,27
deteriorates,27
watch,27
@mattlee980:,27
housed,27
70,27
fighters,27
already,27
season,27
essentially,27
donate.,27
21,27
1st,27
clark's,27
#bchwy24,27
pets,27
claim,27
/,27
other.,27
#kelowna,27
made,27
timber,27
eb,27
"open-hearted,",27
@cbcrosa,27
escape,26
better,26
"9,",26
"north,",26
beds,26
thick,26
hazy,26
left,26
without,26
"informed,",26
effort.,26
@bcgovnews,26
@aircanada,26
thompson,26
wanting,26
tickets,26
containment,26
proud!,26
insurance,26
less,26
@lauramdmaguire:,26
1-877-762-6664,26
out!,26
quite,26
@darrylburry:,26
horses,26
258,26
equipment,26
everyone.,26
@dff1763:,26
extreme,26
following,26
share.,25
@christyclarkbc:,25
effect,25
needed…,25
direct,25
dramatic,25
#gbc,25
break,25
amazing,25
1.,25
@rachelnotley:,25
ago,25
happening,25
top,25
infuriating!,25
heart,25
parking,25
heading,25
rd,25
hundreds,25
224,25
cost,25
#bc):,25
(northeast,25
fast-moving,25
discounts,25
supporting,25
#icymi,25
meet,25
able,25
#animal,25
address,25
[please,25
!,25
western,25
link.,25
everyone's,25
answer,25
easy,25
heavy,25
impacts,24
taken,24
hold,24
doing,24
reach,24
listings,24
hectare,24
@maritadachsel:,24
burns,24
mounties,24
kevin,24
officers,24
sparked,24
advice.,24
true,24
small,24
@edmontonjournal:,24
needed.,24
ppl,24
tool,24
martin,24
relocated,24
mobilizing,24
taking,24
kelowna,24
facing,24
financing,24
advisory,24
@thebreakernews:,24
🙏🔥#bcwildfires,24
mcbride,24
then,24
"interior,",24
receiving,24
"clients,",24
own,24
❤️,24
stay.,24
you.,24
must,24
98,24
professional,24
part,24
@bcndp,24
talked,24
@j_mcelroy,23
preparing,23
feel,23
heat,23
@cityofpg,23
@crystalreinitz:,23
#quesnel,23
colleagues,23
talking,23
kamloops.,23
@eric_doherty:,23
to…,23
#ca…,23
valemount,23
tomorrow,23
ongoing,23
both,23
situation.…,23
world,23
1200,23
evacuees?,23
spread,23
last…,23
province:,23
takes,23
earlier,23
wow.,23
travelling,23
such,23
#getprepared,23
(very,23
@graykelowna:,23
power,23
community?,23
intensity,23
rd.,23
bulletin,23
move,23
conditions,23
tune,23
"#cachecreek,",23
can.,23
you!,22
ravage,22
"""we're",22
internet,22
calls,22
five,22
asking,22
brunswick,22
"access,",22
"research,",22
dots,22
tuesday,22
love,22
"trucks,",22
"personnel,",22
several,22
"safety,",22
#yxs.,22
clark,22
course,22
evacuated?,22
ash,22
track,22
lost,22
wayne,22
year,22
them.,22
we've,22
hit,22
knowledgeable),22
fleeing,22
becomes,22
coast,22
havepatience,22
believed,22
roadways,22
someone,22
fares,22
@ccoschizza980:,22
cannot,22
#bchelicopterpilots,22
"trailers,",22
ama,22
careful,22
more....,22
"chargers,",22
know:,22
@bradleykarp:,22
continued,21
give,21
#bcwildfires.,21
received,21
slept,21
#hero,21
to/in,21
1/2,21
beautiful,21
roads,21
wondering,21
imagine...,21
seems,21
👏💪,21
traveling,21
we'll,21
hospital,21
@kelownasallyann,21
govt.,21
wkg,21
her,21
“out,21
meeting,21
sharing,21
goodale,21
friendly,21
80,21
#ymm!,21
bless,21
stand,21
post,21
stop,21
@,21
flexibility,21
"10,000+",21
requested,21
"#100milehouse,",21
guy,21
zero,21
gets,21
@bcrcmp:,21
behind,21
tonight,21
"#cityofpg,",21
@yycpreparedness:,21
space,21
reminder,21
wildwood,21
@jeremyhunka:,21
#horses,20
putting,20
@wilfundal:,20
teams,20
chances.,20
incredible:,20
smells,20
update.,20
2nd,20
#rt!,20
@googleearth,20
ticket,20
it’s,20
ton,20
@yvonneschalle,20
soon.,20
thanks.,20
gov,20
"george,",20
pet-supply,20
@tmpear:,20
kml,20
@safety_canada:,20
"#ashcroft,…",20
leads,20
forecast,20
cutting,20
blue,20
contained,20
goes,20
estimates,20
#bcwildf…,20
prepared,20
@kelvingawley:,20
multiple,20
northwest,20
according,20
delivery,20
out.,20
tool:,20
hear,20
evacuated.,20
@kamloopschamber,20
"#ashcroft,",20
@preparedbc.,20
@wilfundal,20
miocene,20
everyone!,20
rome.,20
"note,",20
rain.,20
"over,",20
0%,20
@fairquestions:,20
@chriswalkercbc:,19
shoutout,19
do!,19
takla,19
available:,19
united,19
fast,19
1-844-929-2637,19
statement.,19
"kit,",19
—,19
james,19
shelter,19
rages.,19
abt,19
flare,19
nice,19
days.,19
@jorgematias679:,19
"""the",19
surrounding,19
stand-by,19
forecast.,19
#bcwildfires?,19
@mattgood:,19
@avivacanada:,19
1000,19
"maps,",19
big,19
old.,19
@ctvvan…,19
st.,19
almost,19
caught,19
put,19
"yesterday,",19
#animals,19
20,19
#information,19
#disasteranimals,19
closure,19
picking,19
bringing,19
share!,18
.@canadianforces,18
"safe,",18
threat,18
greg,18
outages,18
grateful,18
train,18
chair,18
~700,18
@canadamoments:,18
sunday,18
start,18
closer,18
@news1130.…,18
cres,18
well,18
residential,18
concerns,18
wall,18
chip,18
center,18
west.,18
something,18
tweets,18
"b.c.,",18
mars,18
"emergency,",18
@winecountrydog:,18
grey,18
soon,18
cat,18
up.,18
@raenvald:,18
wild,18
@rockdirtlogsmak:,18
activity.,18
@riacknw980:,18
jon,18
firefighting,18
staying,18
missezula,18
properties,18
whatever,18
#bcwildfire-,18
everything,18
declared.,18
closely,18
ha.,18
buses,18
away.,18
"""invigorated",18
@soniasaslam:,18
"spirit""",18
@chek_news,18
ride,18
@gojopal:,18
lines.,18
mccomb,18
centr…,18
band,18
r,18
"province,",18
rustad,18
prompting,17
min,17
bring,17
"4,400",17
rating.,17
learn,17
activited,17
biggest,17
land,17
way…,17
#kamloops…,17
join,17
control”,17
stream,17
families,17
awesome!,17
pics,17
blain,17
@knemrava,17
did,17
"burned""",17
"food,",17
tool.,17
businesses,17
thing,17
@dono2002:,17
related,17
unloading,17
unless,17
livestock/animal,17
short,17
control.,17
en,17
households,17
band's,17
97c,17
"people,",17
sends,17
"#kamloops,",17
@harjitsajjan,17
"updates,",17
load,17
canada's,17
"columbia,",17
discusses,17
seconds!,17
need.,17
hay,17
bad,17
@nikireitmayer,17
paint,17
crisis,17
@joshuaknaak:,16
@telus,16
scary,16
downtown,16
kathy,16
expect,16
"working,",16
spell,16
might,16
simpkins),16
assessments,16
whole,16
coverage:,16
reminder:,16
mess,16
"order,",16
6,16
household,16
story:,16
hrs,16
v…,16
(pics,16
tough,16
winds,16
urges,16
@hippersons:,16
@miss604:,16
million,16
needed,16
storm,16
work.,16
"scene,",16
@londondrugs,16
help.#bcwildfire,16
funds,16
nation,16
houses,16
@vectorradio:,16
heroes.,16
@isabelleraghem:,16
prescriptions,16
@drivebc_lm:,16
airlines,16
.@johnrustad4bc,16
#barriere,16
image.,16
interior?,16
willing,16
kudos,16
#littlefort,16
@wnewsgo:,16
issues,16
#castlerock,16
busy,16
c/o,16
@kamloopsarchaeo:,16
decimated,16
"discounts,",16
"3,200",16
population,15
end,15
outlines,15
change,15
filed,15
means,15
pearson,15
guide,15
fund,15
problem.,15
cbc,15
monday:,15
"2,900",15
stick,15
glad,15
@jamloops:,15
@ctvnews,15
contrasting,15
expert,15
^ac,15
news!,15
mtg,15
together.,15
#prayforbc,15
@merlinyyc:,15
i've,15
#bchwy97c,15
summary,15
build,15
proud,15
setting,15
spare,15
"power,",15
@bell,15
ver…,15
hundred,15
instead,15
him,15
plans?,15
forgot,15
@sublimephotog:,15
affected.,15
extended,15
etc,15
@owenjmunro:,15
fr…,15
@northern_health,15
accepting,15
dry,15
15,15
#ashcro…,15
severe,15
"days,",15
"emergencies,",15
#mytru,15
sources,15
"cariboo,",15
so.,15
locals,15
mass,15
regarding,15
"officials,",15
gives,15
island,15
coverages,15
human,15
@cityofkamloops,15
below,15
turned,15
questions.,15
@blackpressmedia:,15
haze,15
mind,15
precaution.,15
progress,15
forget,15
round,15
site,15
crews.,15
plume,15
doesn’t,14
discuss,14
#bcfirecrews,14
inside,14
interactive,14
#paramedic,14
@hellobc:,14
"thousands.""",14
cash,14
connect,14
walmart/,14
it.,14
#ems,14
gymnasium,14
24/7,14
yet.,14
@cbcradiowest,14
"1,913.",14
"""might",14
burning.,14
policy,14
summer,14
poor,14
ess,14
details…,14
website,14
#hwy97,14
had,14
closedalexis,14
library.,14
~500,14
"7,000.""",14
nsc,14
overall,14
@crof:,14
in.,14
"services,",14
forecasts,14
loaded,14
eye,14
drop,14
reports,14
passed,14
signing,14
"worse,",14
"kaleden,",14
wildlife,14
raytru…,14
nicola,14
column,14
orderloon,14
186,14
@ashwadhwani:,14
feds,14
questions,14
creek/hihium,14
etc.?,14
mail,14
#disasteran…,14
@drivebc_vi:,14
every,14
developments:wells,14
"""in",14
laundry,14
orderscottie,14
boys,14
#bcwywf,14
closed.,14
certain,14
well-,14
blowing,14
fucking,14
apr.,14
#bcpoli…,14
visible,14
computers,14
facility,14
neighbourhood,14
@ltduglkshjfzke4:,14
#bcfirefighters,14
#claim,14
too...would,14
bad.,14
"""",14
saskatchewan,14
#bcfires…,14
cnc,14
the…,14
host,14
@100mile,14
"creek,",14
misinformation,14
luck,14
hi,14
security,14
9km,13
social,13
"doubles,",13
said.,13
…,13
lawyers,13
res…,13
#princetonbc.,13
took,13
increased,13
@rhiannaschmunk:,13
hijacking,13
friends.,13
evacs,13
"bedrooms,",13
#yeg,13
@neetugarcha:,13
waterways.looking,13
watching,13
live:,13
"saturday,",13
save,13
"red,",13
travellers,13
2003.,13
responders.,13
@bcwildlife,13
.@environmentca,13
@saanichpolice:,13
immediate,13
enough,13
92,13
330,13
remember,13
fine,13
lg,13
"area,",13
army,13
@scatteredmom:,13
politics,13
saw,13
#livestock,13
tips,13
minutes,13
difficult,13
filled,13
lives,13
@northernsport:,13
--,13
.@westjet,13
positive,13
@cqualtro:,13
@bcgovfireinfo.,13
lak…,13
offeri…,13
time…,13
single,13
@cbcdavid:,13
among,13
she,13
1500,13
too.,13
away,13
shout,13
@dandoan:,13
itf...be,13
@kgordonglobalbc,13
@fortmactoday:,13
canadians,13
@trulibrary:,13
bc?,13
rolls,13
friend,13
northern,13
@markshaw24:,13
tru,13
$,13
=,13
devastation,13
vancouver.,13
@bc_ehs,13
#cachecreekbc,13
tasked,13
@gpsmendoza:,13
2003,13
especially,13
victoria,13
#bcwildfirecowboy,13
tears,13
#merrittbc,13
@bc_iconoclast:,13
229,13
@kam…,13
lava,13
toward,13
10k,13
griffin,13
chatting,13
reaching,13
apologies,13
count:,13
hashtag.,13
@robfryer72:,13
facts.,13
142,13
@jjofbc:,12
"note""",12
truly,12
grid,12
sask.,12
hi…,12
human-caused.,12
7,12
force,12
1-866-692-8482,12
nothing,12
@couragesings:,12
#abs…,12
"alberta,",12
@accessprobono,12
#caribooregion,12
exactly,12
planning,12
23k,12
wing,12
buildings,12
"info,",12
his,12
–,12
pride,12
#besafe,12
speak,12
board,12
"resources,",12
quickly,12
usw,12
ok,12
3000+,12
ne,12
@coleenchristie:,12
coquihalla,12
link:,12
isn't,12
@tnrd.,12
"wildfire,",12
"centre,",12
wood.,12
#pets,12
forestry,12
jail.,12
word,12
#breaking,12
9000+,12
0.01,12
@cbcnews,12
^md,12
@professorteresa:,12
'extensive',12
displaced.,12
effected,12
wo…,12
vanderhoof,12
site.,12
@briaduke:,12
"tomorrow,",12
university,12
showing,12
gatora…,12
once,12
williamslake,12
@mayorgregor:,12
cachecreek,12
#a…,12
four,12
(and,12
pharmacy,12
weekend.,12
fun,12
official,12
"2017,",12
@wendyhartley:,12
@cbckelowna:,12
"midnight,",12
"""wildfires",12
plan,12
mars.,12
tl’etinqox,12
evacuaation,12
worried,12
@ecomm911_info:,12
turner,12
#cachecreek…,12
feeling,12
number.,12
moments,12
fixed,12
#108mileranch,12
devastating,12
impact,12
@kammornanchor:,12
fire-stricken,12
stop.,12
@dherbertcbc:,12
fact,12
homes.,12
min.,12
$25k,12
customers.,12
point,12
@salarmyeds…,12
@aboutrogers:,12
providing,12
a…,12
#sask,12
"friday,",12
#b…,12
#bcwildfire;,11
way.,11
"up,",11
@waze,11
assess,11
p…,11
weeks,11
#masseybridge,11
@mypgnow:,11
@pjohnsonglobal,11
cover?,11
#video:,11
road.,11
194,11
000,11
fuel.,11
45678.,11
"ashcroft,",11
speaks,11
@canadapostcorp:,11
likely,11
firm,11
hot,11
york.,11
gone,11
call:,11
"97,",11
southwest.,11
admission,11
busiest,11
affect,11
2015.,11
grow,11
dealing,11
drivebc,11
🔥,11
bclp,11
welcoming,11
#climate,11
displaced/evacuated?,11
help!,11
#laclahache,11
#airquality,11
1-877-454-9030.,11
out/,11
orange,11
confirms.,11
#bcemergency,11
helping.,11
direction…,11
@janephilpott:,11
doesn't,11
who's,11
ppl!,11
fire:,11
news.,11
gotta,11
terms,11
@get_prepared,11
dropping,11
caused.,11
belford,11
reporter,11
beyond,11
@globalnews,11
ab,11
like.#trudeau,11
plus,11
#kootenay,11
hits,11
#evacuees,11
"forests,",11
worse.,11
@sebelius29:,11
#yoho,11
:,11
re,11
adjusters,11
🙏sending,11
@chieflebourdais,11
college,11
"burns,",11
refuge,11
striking,11
out?,11
